block_length,ci_low,ci_high,circular_shift_p,asset,model,seed,fold_id
40,,,,DIA,LightGBM,11,monthly_expanding_01
20,0.5,0.5,1.0,DIA,XGBoost,11,monthly_expanding_01
25,,,,DIA,XGBoost,11,monthly_expanding_01
40,,,,DIA,XGBoost,11,monthly_expanding_01
20,0.5,0.5,1.0,DIA,CatBoost,11,monthly_expanding_01
25,,,,DIA,CatBoost,11,monthly_expanding_01
40,,,,DIA,CatBoost,11,monthly_expanding_01
20,0.4772727272727273,0.5416666666666666,1.0,DIA,random,17,monthly_expanding_01
25,,,,DIA,random,17,monthly_expanding_01
40,,,,DIA,random,17,monthly_expanding_01
20,0.5,0.5,1.0,DIA,historical_mean,17,monthly_expanding_01
25,,,,DIA,historical_mean,17,monthly_expanding_01
40,,,,DIA,historical_mean,17,monthly_expanding_01
20,0.38888888888888884,0.4818181818181818,0.000999000999000999,DIA,random_walk,17,monthly_expanding_01
25,,,,DIA,random_walk,17,monthly_expanding_01
40,,,,DIA,random_walk,17,monthly_expanding_01
20,0.5,0.5,1.0,DIA,buy_hold,17,monthly_expanding_01
25,,,,DIA,buy_hold,17,monthly_expanding_01
40,,,,DIA,buy_hold,17,monthly_expanding_01
20,0.5,0.5,1.0,DIA,momentum,17,monthly_expanding_01
25,,,,DIA,momentum,17,monthly_expanding_01
40,,,,DIA,momentum,17,monthly_expanding_01
20,0.5,0.5,1.0,DIA,moving_average,17,monthly_expanding_01
25,,,,DIA,moving_average,17,monthly_expanding_01
40,,,,DIA,moving_average,17,monthly_expanding_01
20,0.5,0.5,1.0,DIA,logistic_regression,17,monthly_expanding_01
25,,,,DIA,logistic_regression,17,monthly_expanding_01
40,,,,DIA,logistic_regression,17,monthly_expanding_01
20,0.5,0.5,1.0,DIA,LightGBM,17,monthly_expanding_01
25,,,,DIA,LightGBM,17,monthly_expanding_01
40,,,,DIA,LightGBM,17,monthly_expanding_01
20,0.5,0.5,1.0,DIA,XGBoost,17,monthly_expanding_01
25,,,,DIA,XGBoost,17,monthly_expanding_01
40,,,,DIA,XGBoost,17,monthly_expanding_01
20,0.5,0.5,1.0,DIA,CatBoost,17,monthly_expanding_01
25,,,,DIA,CatBoost,17,monthly_expanding_01
40,,,,DIA,CatBoost,17,monthly_expanding_01
20,0.38181818181818183,0.38888888888888884,1.0,DIA,random,23,monthly_expanding_01
25,,,,DIA,random,23,monthly_expanding_01
40,,,,DIA,random,23,monthly_expanding_01
20,0.5,0.5,1.0,DIA,historical_mean,23,monthly_expanding_01
25,,,,DIA,historical_mean,23,monthly_expanding_01
40,,,,DIA,historical_mean,23,monthly_expanding_01
20,0.38888888888888884,0.4818181818181818,0.000999000999000999,DIA,random_walk,23,monthly_expanding_01
25,,,,DIA,random_walk,23,monthly_expanding_01
40,,,,DIA,random_walk,23,monthly_expanding_01
20,0.5,0.5,1.0,DIA,buy_hold,23,monthly_expanding_01
25,,,,DIA,buy_hold,23,monthly_expanding_01
40,,,,DIA,buy_hold,23,monthly_expanding_01
20,0.5,0.5,1.0,DIA,momentum,23,monthly_expanding_01
25,,,,DIA,momentum,23,monthly_expanding_01
40,,,,DIA,momentum,23,monthly_expanding_01
20,0.5,0.5,1.0,DIA,moving_average,23,monthly_expanding_01
25,,,,DIA,moving_average,23,monthly_expanding_01
40,,,,DIA,moving_average,23,monthly_expanding_01
20,0.5,0.5,1.0,DIA,logistic_regression,23,monthly_expanding_01
25,,,,DIA,logistic_regression,23,monthly_expanding_01
40,,,,DIA,logistic_regression,23,monthly_expanding_01
20,0.5,0.5,1.0,DIA,LightGBM,23,monthly_expanding_01
25,,,,DIA,LightGBM,23,monthly_expanding_01
40,,,,DIA,LightGBM,23,monthly_expanding_01
20,0.5,0.5,1.0,DIA,XGBoost,23,monthly_expanding_01
25,,,,DIA,XGBoost,23,monthly_expanding_01
40,,,,DIA,XGBoost,23,monthly_expanding_01
20,0.36363636363636365,0.375,1.0,DIA,CatBoost,23,monthly_expanding_01
25,,,,DIA,CatBoost,23,monthly_expanding_01
40,,,,DIA,CatBoost,23,monthly_expanding_01
20,0.42272727272727273,0.5138888888888888,1.0,DIA,random,42,monthly_expanding_01
25,,,,DIA,random,42,monthly_expanding_01
40,,,,DIA,random,42,monthly_expanding_01
20,0.5,0.5,1.0,DIA,historical_mean,42,monthly_expanding_01
25,,,,DIA,historical_mean,42,monthly_expanding_01
40,,,,DIA,historical_mean,42,monthly_expanding_01
20,0.38888888888888884,0.4818181818181818,0.000999000999000999,DIA,random_walk,42,monthly_expanding_01
25,,,,DIA,random_walk,42,monthly_expanding_01
40,,,,DIA,random_walk,42,monthly_expanding_01
20,0.5,0.5,1.0,DIA,buy_hold,42,monthly_expanding_01
25,,,,DIA,buy_hold,42,monthly_expanding_01
40,,,,DIA,buy_hold,42,monthly_expanding_01
20,0.5,0.5,1.0,DIA,momentum,42,monthly_expanding_01
25,,,,DIA,momentum,42,monthly_expanding_01
40,,,,DIA,momentum,42,monthly_expanding_01
20,0.5,0.5,1.0,DIA,moving_average,42,monthly_expanding_01
25,,,,DIA,moving_average,42,monthly_expanding_01
40,,,,DIA,moving_average,42,monthly_expanding_01
20,0.5,0.5,1.0,DIA,logistic_regression,42,monthly_expanding_01
25,,,,DIA,logistic_regression,42,monthly_expanding_01
40,,,,DIA,logistic_regression,42,monthly_expanding_01
20,0.5,0.5,1.0,DIA,LightGBM,42,monthly_expanding_01
25,,,,DIA,LightGBM,42,monthly_expanding_01
40,,,,DIA,LightGBM,42,monthly_expanding_01
20,0.5,0.5,1.0,DIA,XGBoost,42,monthly_expanding_01
25,,,,DIA,XGBoost,42,monthly_expanding_01
40,,,,DIA,XGBoost,42,monthly_expanding_01
20,0.5,0.5,1.0,DIA,CatBoost,42,monthly_expanding_01
25,,,,DIA,CatBoost,42,monthly_expanding_01
40,,,,DIA,CatBoost,42,monthly_expanding_01
20,0.2222222222222222,0.23529411764705882,1.0,DIA,random,11,monthly_expanding_02
25,,,,DIA,random,11,monthly_expanding_02
40,,,,DIA,random,11,monthly_expanding_02
20,0.5,0.5,1.0,DIA,historical_mean,11,monthly_expanding_02
25,,,,DIA,historical_mean,11,monthly_expanding_02
40,,,,DIA,historical_mean,11,monthly_expanding_02
20,0.47794117647058826,0.5277777777777778,1.0,DIA,random_walk,11,monthly_expanding_02
25,,,,DIA,random_walk,11,monthly_expanding_02
40,,,,DIA,random_walk,11,monthly_expanding_02
20,0.5,0.5,1.0,DIA,buy_hold,11,monthly_expanding_02
25,,,,DIA,buy_hold,11,monthly_expanding_02
40,,,,DIA,buy_hold,11,monthly_expanding_02
20,0.25,0.2647058823529412,1.0,DIA,momentum,11,monthly_expanding_02
25,,,,DIA,momentum,11,monthly_expanding_02
40,,,,DIA,momentum,11,monthly_expanding_02
20,0.5,0.5,1.0,DIA,moving_average,11,monthly_expanding_02
25,,,,DIA,moving_average,11,monthly_expanding_02
40,,,,DIA,moving_average,11,monthly_expanding_02
20,0.5,0.5,1.0,DIA,logistic_regression,11,monthly_expanding_02
25,,,,DIA,logistic_regression,11,monthly_expanding_02
40,,,,DIA,logistic_regression,11,monthly_expanding_02
20,0.5,0.5,1.0,DIA,LightGBM,11,monthly_expanding_02
25,,,,DIA,LightGBM,11,monthly_expanding_02
40,,,,DIA,LightGBM,11,monthly_expanding_02
20,0.5,0.5,1.0,DIA,XGBoost,11,monthly_expanding_02
25,,,,DIA,XGBoost,11,monthly_expanding_02
40,,,,DIA,XGBoost,11,monthly_expanding_02
20,0.5555555555555556,0.5588235294117647,1.0,DIA,CatBoost,11,monthly_expanding_02
25,,,,DIA,CatBoost,11,monthly_expanding_02
40,,,,DIA,CatBoost,11,monthly_expanding_02
20,0.5555555555555556,0.6102941176470589,1.0,DIA,random,17,monthly_expanding_02
25,,,,DIA,random,17,monthly_expanding_02
40,,,,DIA,random,17,monthly_expanding_02
20,0.5,0.5,1.0,DIA,historical_mean,17,monthly_expanding_02
25,,,,DIA,historical_mean,17,monthly_expanding_02
40,,,,DIA,historical_mean,17,monthly_expanding_02
20,0.47794117647058826,0.5277777777777778,1.0,DIA,random_walk,17,monthly_expanding_02
25,,,,DIA,random_walk,17,monthly_expanding_02
40,,,,DIA,random_walk,17,monthly_expanding_02
20,0.5,0.5,1.0,DIA,buy_hold,17,monthly_expanding_02
25,,,,DIA,buy_hold,17,monthly_expanding_02
40,,,,DIA,buy_hold,17,monthly_expanding_02
20,0.25,0.2647058823529412,1.0,DIA,momentum,17,monthly_expanding_02
25,,,,DIA,momentum,17,monthly_expanding_02
40,,,,DIA,momentum,17,monthly_expanding_02
20,0.5,0.5,1.0,DIA,moving_average,17,monthly_expanding_02
25,,,,DIA,moving_average,17,monthly_expanding_02
40,,,,DIA,moving_average,17,monthly_expanding_02
20,0.5,0.5,1.0,DIA,logistic_regression,17,monthly_expanding_02
25,,,,DIA,logistic_regression,17,monthly_expanding_02
40,,,,DIA,logistic_regression,17,monthly_expanding_02
20,0.5,0.5,1.0,DIA,LightGBM,17,monthly_expanding_02
25,,,,DIA,LightGBM,17,monthly_expanding_02
40,,,,DIA,LightGBM,17,monthly_expanding_02
20,0.5,0.5,1.0,DIA,XGBoost,17,monthly_expanding_02
25,,,,DIA,XGBoost,17,monthly_expanding_02
40,,,,DIA,XGBoost,17,monthly_expanding_02
20,0.5,0.5,1.0,DIA,CatBoost,17,monthly_expanding_02
25,,,,DIA,CatBoost,17,monthly_expanding_02
40,,,,DIA,CatBoost,17,monthly_expanding_02
20,0.19444444444444445,0.30147058823529416,1.0,DIA,random,23,monthly_expanding_02
25,,,,DIA,random,23,monthly_expanding_02
40,,,,DIA,random,23,monthly_expanding_02
20,0.5,0.5,1.0,DIA,historical_mean,23,monthly_expanding_02
25,,,,DIA,historical_mean,23,monthly_expanding_02
40,,,,DIA,historical_mean,23,monthly_expanding_02
20,0.47794117647058826,0.5277777777777778,1.0,DIA,random_walk,23,monthly_expanding_02
25,,,,DIA,random_walk,23,monthly_expanding_02
40,,,,DIA,random_walk,23,monthly_expanding_02
20,0.5,0.5,1.0,DIA,buy_hold,23,monthly_expanding_02
25,,,,DIA,buy_hold,23,monthly_expanding_02
40,,,,DIA,buy_hold,23,monthly_expanding_02
20,0.25,0.2647058823529412,1.0,DIA,momentum,23,monthly_expanding_02
25,,,,DIA,momentum,23,monthly_expanding_02
40,,,,DIA,momentum,23,monthly_expanding_02
20,0.5,0.5,1.0,DIA,moving_average,23,monthly_expanding_02
25,,,,DIA,moving_average,23,monthly_expanding_02
40,,,,DIA,moving_average,23,monthly_expanding_02
20,0.5,0.5,1.0,DIA,logistic_regression,23,monthly_expanding_02
25,,,,DIA,logistic_regression,23,monthly_expanding_02
40,,,,DIA,logistic_regression,23,monthly_expanding_02
20,0.5,0.5,1.0,DIA,LightGBM,23,monthly_expanding_02
25,,,,DIA,LightGBM,23,monthly_expanding_02
40,,,,DIA,LightGBM,23,monthly_expanding_02
20,0.5,0.5,1.0,DIA,XGBoost,23,monthly_expanding_02
25,,,,DIA,XGBoost,23,monthly_expanding_02
40,,,,DIA,XGBoost,23,monthly_expanding_02
20,0.5,0.5,1.0,DIA,CatBoost,23,monthly_expanding_02
25,,,,DIA,CatBoost,23,monthly_expanding_02
40,,,,DIA,CatBoost,23,monthly_expanding_02
20,0.3897058823529412,0.4722222222222222,0.000999000999000999,DIA,random,42,monthly_expanding_02
25,,,,DIA,random,42,monthly_expanding_02
40,,,,DIA,random,42,monthly_expanding_02
20,0.5,0.5,1.0,DIA,historical_mean,42,monthly_expanding_02
25,,,,DIA,historical_mean,42,monthly_expanding_02
40,,,,DIA,historical_mean,42,monthly_expanding_02
20,0.47794117647058826,0.5277777777777778,1.0,DIA,random_walk,42,monthly_expanding_02
25,,,,DIA,random_walk,42,monthly_expanding_02
40,,,,DIA,random_walk,42,monthly_expanding_02
20,0.5,0.5,1.0,DIA,buy_hold,42,monthly_expanding_02
25,,,,DIA,buy_hold,42,monthly_expanding_02
40,,,,DIA,buy_hold,42,monthly_expanding_02
20,0.25,0.2647058823529412,1.0,DIA,momentum,42,monthly_expanding_02
25,,,,DIA,momentum,42,monthly_expanding_02
40,,,,DIA,momentum,42,monthly_expanding_02
20,0.5,0.5,1.0,DIA,moving_average,42,monthly_expanding_02
25,,,,DIA,moving_average,42,monthly_expanding_02
40,,,,DIA,moving_average,42,monthly_expanding_02
20,0.5,0.5,1.0,DIA,logistic_regression,42,monthly_expanding_02
25,,,,DIA,logistic_regression,42,monthly_expanding_02
40,,,,DIA,logistic_regression,42,monthly_expanding_02
20,0.5,0.5,1.0,DIA,LightGBM,42,monthly_expanding_02
25,,,,DIA,LightGBM,42,monthly_expanding_02
40,,,,DIA,LightGBM,42,monthly_expanding_02
20,0.5,0.5,1.0,DIA,XGBoost,42,monthly_expanding_02
25,,,,DIA,XGBoost,42,monthly_expanding_02
40,,,,DIA,XGBoost,42,monthly_expanding_02
20,0.5,0.5,1.0,DIA,CatBoost,42,monthly_expanding_02
25,,,,DIA,CatBoost,42,monthly_expanding_02
40,,,,DIA,CatBoost,42,monthly_expanding_02
20,0.74375,0.75,0.000999000999000999,XLK,random,11,monthly_expanding_01
25,,,,XLK,random,11,monthly_expanding_01
40,,,,XLK,random,11,monthly_expanding_01
20,0.5,0.5,1.0,XLK,historical_mean,11,monthly_expanding_01
25,,,,XLK,historical_mean,11,monthly_expanding_01
40,,,,XLK,historical_mean,11,monthly_expanding_01
20,0.35,0.5166666666666666,1.0,XLK,random_walk,11,monthly_expanding_01
25,,,,XLK,random_walk,11,monthly_expanding_01
40,,,,XLK,random_walk,11,monthly_expanding_01
20,0.5,0.5,1.0,XLK,buy_hold,11,monthly_expanding_01
25,,,,XLK,buy_hold,11,monthly_expanding_01
40,,,,XLK,buy_hold,11,monthly_expanding_01
20,0.5,0.5,1.0,XLK,momentum,11,monthly_expanding_01
25,,,,XLK,momentum,11,monthly_expanding_01
40,,,,XLK,momentum,11,monthly_expanding_01
20,0.5,0.5,1.0,XLK,moving_average,11,monthly_expanding_01
25,,,,XLK,moving_average,11,monthly_expanding_01
40,,,,XLK,moving_average,11,monthly_expanding_01
20,0.25,0.26666666666666666,1.0,XLK,logistic_regression,11,monthly_expanding_01
25,,,,XLK,logistic_regression,11,monthly_expanding_01
40,,,,XLK,logistic_regression,11,monthly_expanding_01
20,0.5,0.5,1.0,XLK,LightGBM,11,monthly_expanding_01
25,,,,XLK,LightGBM,11,monthly_expanding_01
40,,,,XLK,LightGBM,11,monthly_expanding_01
20,0.5,0.5,1.0,XLK,XGBoost,11,monthly_expanding_01
25,,,,XLK,XGBoost,11,monthly_expanding_01
40,,,,XLK,XGBoost,11,monthly_expanding_01
20,0.5,0.5,1.0,XLK,CatBoost,11,monthly_expanding_01
25,,,,XLK,CatBoost,11,monthly_expanding_01
40,,,,XLK,CatBoost,11,monthly_expanding_01
20,0.48333333333333334,0.61875,1.0,XLK,random,17,monthly_expanding_01
25,,,,XLK,random,17,monthly_expanding_01
40,,,,XLK,random,17,monthly_expanding_01
20,0.5,0.5,1.0,XLK,historical_mean,17,monthly_expanding_01
25,,,,XLK,historical_mean,17,monthly_expanding_01
40,,,,XLK,historical_mean,17,monthly_expanding_01
20,0.35,0.5166666666666666,1.0,XLK,random_walk,17,monthly_expanding_01
25,,,,XLK,random_walk,17,monthly_expanding_01
40,,,,XLK,random_walk,17,monthly_expanding_01
20,0.5,0.5,1.0,XLK,buy_hold,17,monthly_expanding_01
25,,,,XLK,buy_hold,17,monthly_expanding_01
40,,,,XLK,buy_hold,17,monthly_expanding_01
20,0.5,0.5,1.0,XLK,momentum,17,monthly_expanding_01
25,,,,XLK,momentum,17,monthly_expanding_01
40,,,,XLK,momentum,17,monthly_expanding_01
20,0.5,0.5,1.0,XLK,moving_average,17,monthly_expanding_01
25,,,,XLK,moving_average,17,monthly_expanding_01
40,,,,XLK,moving_average,17,monthly_expanding_01
20,0.25,0.26666666666666666,1.0,XLK,logistic_regression,17,monthly_expanding_01
25,,,,XLK,logistic_regression,17,monthly_expanding_01
40,,,,XLK,logistic_regression,17,monthly_expanding_01
20,0.5,0.5,1.0,XLK,LightGBM,17,monthly_expanding_01
25,,,,XLK,LightGBM,17,monthly_expanding_01
40,,,,XLK,LightGBM,17,monthly_expanding_01
20,0.5,0.5,1.0,XLK,XGBoost,17,monthly_expanding_01
25,,,,XLK,XGBoost,17,monthly_expanding_01
40,,,,XLK,XGBoost,17,monthly_expanding_01
20,0.5,0.5,1.0,XLK,CatBoost,17,monthly_expanding_01
25,,,,XLK,CatBoost,17,monthly_expanding_01
40,,,,XLK,CatBoost,17,monthly_expanding_01
20,0.3666666666666667,0.3875,1.0,XLK,random,23,monthly_expanding_01
25,,,,XLK,random,23,monthly_expanding_01
40,,,,XLK,random,23,monthly_expanding_01
20,0.5,0.5,1.0,XLK,historical_mean,23,monthly_expanding_01
25,,,,XLK,historical_mean,23,monthly_expanding_01
40,,,,XLK,historical_mean,23,monthly_expanding_01
20,0.35,0.5166666666666666,1.0,XLK,random_walk,23,monthly_expanding_01
25,,,,XLK,random_walk,23,monthly_expanding_01
40,,,,XLK,random_walk,23,monthly_expanding_01
20,0.5,0.5,1.0,XLK,buy_hold,23,monthly_expanding_01
25,,,,XLK,buy_hold,23,monthly_expanding_01
40,,,,XLK,buy_hold,23,monthly_expanding_01
20,0.5,0.5,1.0,XLK,momentum,23,monthly_expanding_01
25,,,,XLK,momentum,23,monthly_expanding_01
40,,,,XLK,momentum,23,monthly_expanding_01
20,0.5,0.5,1.0,XLK,moving_average,23,monthly_expanding_01
25,,,,XLK,moving_average,23,monthly_expanding_01
40,,,,XLK,moving_average,23,monthly_expanding_01
20,0.25,0.26666666666666666,1.0,XLK,logistic_regression,23,monthly_expanding_01
25,,,,XLK,logistic_regression,23,monthly_expanding_01
40,,,,XLK,logistic_regression,23,monthly_expanding_01
20,0.5,0.5,1.0,XLK,LightGBM,23,monthly_expanding_01
25,,,,XLK,LightGBM,23,monthly_expanding_01
40,,,,XLK,LightGBM,23,monthly_expanding_01
20,0.5,0.5,1.0,XLK,XGBoost,23,monthly_expanding_01
25,,,,XLK,XGBoost,23,monthly_expanding_01
40,,,,XLK,XGBoost,23,monthly_expanding_01
20,0.5,0.5,1.0,XLK,CatBoost,23,monthly_expanding_01
25,,,,XLK,CatBoost,23,monthly_expanding_01
40,,,,XLK,CatBoost,23,monthly_expanding_01
20,0.4666666666666667,0.6125,1.0,XLK,random,42,monthly_expanding_01
25,,,,XLK,random,42,monthly_expanding_01
40,,,,XLK,random,42,monthly_expanding_01
20,0.5,0.5,1.0,XLK,historical_mean,42,monthly_expanding_01
25,,,,XLK,historical_mean,42,monthly_expanding_01
40,,,,XLK,historical_mean,42,monthly_expanding_01
20,0.35,0.5166666666666666,1.0,XLK,random_walk,42,monthly_expanding_01
25,,,,XLK,random_walk,42,monthly_expanding_01
40,,,,XLK,random_walk,42,monthly_expanding_01
20,0.5,0.5,1.0,XLK,buy_hold,42,monthly_expanding_01
25,,,,XLK,buy_hold,42,monthly_expanding_01
40,,,,XLK,buy_hold,42,monthly_expanding_01
20,0.5,0.5,1.0,XLK,momentum,42,monthly_expanding_01
25,,,,XLK,momentum,42,monthly_expanding_01
40,,,,XLK,momentum,42,monthly_expanding_01
20,0.5,0.5,1.0,XLK,moving_average,42,monthly_expanding_01
25,,,,XLK,moving_average,42,monthly_expanding_01
40,,,,XLK,moving_average,42,monthly_expanding_01
20,0.25,0.26666666666666666,1.0,XLK,logistic_regression,42,monthly_expanding_01
25,,,,XLK,logistic_regression,42,monthly_expanding_01
40,,,,XLK,logistic_regression,42,monthly_expanding_01
20,0.5,0.5,1.0,XLK,LightGBM,42,monthly_expanding_01
25,,,,XLK,LightGBM,42,monthly_expanding_01
40,,,,XLK,LightGBM,42,monthly_expanding_01
20,0.5,0.5,1.0,XLK,XGBoost,42,monthly_expanding_01
25,,,,XLK,XGBoost,42,monthly_expanding_01
40,,,,XLK,XGBoost,42,monthly_expanding_01
20,0.5,0.5,1.0,XLK,CatBoost,42,monthly_expanding_01
25,,,,XLK,CatBoost,42,monthly_expanding_01
40,,,,XLK,CatBoost,42,monthly_expanding_01
20,0.5119047619047619,0.5357142857142857,1.0,XLK,random,11,monthly_expanding_02
25,,,,XLK,random,11,monthly_expanding_02
40,,,,XLK,random,11,monthly_expanding_02
20,0.75,0.75,1.0,XLK,historical_mean,11,monthly_expanding_02
25,,,,XLK,historical_mean,11,monthly_expanding_02
40,,,,XLK,historical_mean,11,monthly_expanding_02
20,0.6071428571428572,0.6309523809523809,1.0,XLK,random_walk,11,monthly_expanding_02
25,,,,XLK,random_walk,11,monthly_expanding_02
40,,,,XLK,random_walk,11,monthly_expanding_02
20,0.75,0.75,1.0,XLK,buy_hold,11,monthly_expanding_02
25,,,,XLK,buy_hold,11,monthly_expanding_02
40,,,,XLK,buy_hold,11,monthly_expanding_02
20,0.6309523809523809,0.6547619047619048,1.0,XLK,momentum,11,monthly_expanding_02
25,,,,XLK,momentum,11,monthly_expanding_02
40,,,,XLK,momentum,11,monthly_expanding_02
20,0.25,0.25,1.0,XLK,moving_average,11,monthly_expanding_02
25,,,,XLK,moving_average,11,monthly_expanding_02
40,,,,XLK,moving_average,11,monthly_expanding_02
20,0.5595238095238095,0.5833333333333333,1.0,XLK,logistic_regression,11,monthly_expanding_02
25,,,,XLK,logistic_regression,11,monthly_expanding_02
40,,,,XLK,logistic_regression,11,monthly_expanding_02
20,0.75,0.75,1.0,XLK,LightGBM,11,monthly_expanding_02
25,,,,XLK,LightGBM,11,monthly_expanding_02
40,,,,XLK,LightGBM,11,monthly_expanding_02
20,0.75,0.75,1.0,XLK,XGBoost,11,monthly_expanding_02
25,,,,XLK,XGBoost,11,monthly_expanding_02
40,,,,XLK,XGBoost,11,monthly_expanding_02
20,0.39285714285714285,0.41666666666666663,1.0,XLK,CatBoost,11,monthly_expanding_02
25,,,,XLK,CatBoost,11,monthly_expanding_02
40,,,,XLK,CatBoost,11,monthly_expanding_02
20,0.44047619047619047,0.4880952380952381,1.0,XLK,random,17,monthly_expanding_02
25,,,,XLK,random,17,monthly_expanding_02
40,,,,XLK,random,17,monthly_expanding_02
20,0.75,0.75,1.0,XLK,historical_mean,17,monthly_expanding_02
25,,,,XLK,historical_mean,17,monthly_expanding_02
40,,,,XLK,historical_mean,17,monthly_expanding_02
20,0.6071428571428572,0.6309523809523809,1.0,XLK,random_walk,17,monthly_expanding_02
25,,,,XLK,random_walk,17,monthly_expanding_02
40,,,,XLK,random_walk,17,monthly_expanding_02
20,0.75,0.75,1.0,XLK,buy_hold,17,monthly_expanding_02
25,,,,XLK,buy_hold,17,monthly_expanding_02
40,,,,XLK,buy_hold,17,monthly_expanding_02
20,0.6309523809523809,0.6547619047619048,1.0,XLK,momentum,17,monthly_expanding_02
25,,,,XLK,momentum,17,monthly_expanding_02
40,,,,XLK,momentum,17,monthly_expanding_02
20,0.25,0.25,1.0,XLK,moving_average,17,monthly_expanding_02
25,,,,XLK,moving_average,17,monthly_expanding_02
40,,,,XLK,moving_average,17,monthly_expanding_02
20,0.5595238095238095,0.5833333333333333,1.0,XLK,logistic_regression,17,monthly_expanding_02
25,,,,XLK,logistic_regression,17,monthly_expanding_02
40,,,,XLK,logistic_regression,17,monthly_expanding_02
20,0.75,0.75,1.0,XLK,LightGBM,17,monthly_expanding_02
25,,,,XLK,LightGBM,17,monthly_expanding_02
40,,,,XLK,LightGBM,17,monthly_expanding_02
20,0.75,0.75,1.0,XLK,XGBoost,17,monthly_expanding_02
25,,,,XLK,XGBoost,17,monthly_expanding_02
40,,,,XLK,XGBoost,17,monthly_expanding_02
20,0.25,0.25,1.0,XLK,CatBoost,17,monthly_expanding_02
25,,,,XLK,CatBoost,17,monthly_expanding_02
40,,,,XLK,CatBoost,17,monthly_expanding_02
20,0.4642857142857143,0.4880952380952381,1.0,XLK,random,23,monthly_expanding_02
25,,,,XLK,random,23,monthly_expanding_02
40,,,,XLK,random,23,monthly_expanding_02
20,0.75,0.75,1.0,XLK,historical_mean,23,monthly_expanding_02
25,,,,XLK,historical_mean,23,monthly_expanding_02
40,,,,XLK,historical_mean,23,monthly_expanding_02
20,0.6071428571428572,0.6309523809523809,1.0,XLK,random_walk,23,monthly_expanding_02
25,,,,XLK,random_walk,23,monthly_expanding_02
40,,,,XLK,random_walk,23,monthly_expanding_02
20,0.75,0.75,1.0,XLK,buy_hold,23,monthly_expanding_02
25,,,,XLK,buy_hold,23,monthly_expanding_02
40,,,,XLK,buy_hold,23,monthly_expanding_02
20,0.6309523809523809,0.6547619047619048,1.0,XLK,momentum,23,monthly_expanding_02
25,,,,XLK,momentum,23,monthly_expanding_02
40,,,,XLK,momentum,23,monthly_expanding_02
20,0.25,0.25,1.0,XLK,moving_average,23,monthly_expanding_02
25,,,,XLK,moving_average,23,monthly_expanding_02
40,,,,XLK,moving_average,23,monthly_expanding_02
20,0.5595238095238095,0.5833333333333333,1.0,XLK,logistic_regression,23,monthly_expanding_02
25,,,,XLK,logistic_regression,23,monthly_expanding_02
40,,,,XLK,logistic_regression,23,monthly_expanding_02
20,0.75,0.75,1.0,XLK,LightGBM,23,monthly_expanding_02
25,,,,XLK,LightGBM,23,monthly_expanding_02
40,,,,XLK,LightGBM,23,monthly_expanding_02
20,0.75,0.75,1.0,XLK,XGBoost,23,monthly_expanding_02
25,,,,XLK,XGBoost,23,monthly_expanding_02
40,,,,XLK,XGBoost,23,monthly_expanding_02
20,0.39285714285714285,0.41666666666666663,1.0,XLK,CatBoost,23,monthly_expanding_02
25,,,,XLK,CatBoost,23,monthly_expanding_02
40,,,,XLK,CatBoost,23,monthly_expanding_02
20,0.5357142857142857,0.5595238095238095,1.0,XLK,random,42,monthly_expanding_02
25,,,,XLK,random,42,monthly_expanding_02
40,,,,XLK,random,42,monthly_expanding_02
20,0.75,0.75,1.0,XLK,historical_mean,42,monthly_expanding_02
25,,,,XLK,historical_mean,42,monthly_expanding_02
40,,,,XLK,historical_mean,42,monthly_expanding_02
20,0.6071428571428572,0.6309523809523809,1.0,XLK,random_walk,42,monthly_expanding_02
25,,,,XLK,random_walk,42,monthly_expanding_02
40,,,,XLK,random_walk,42,monthly_expanding_02
20,0.75,0.75,1.0,XLK,buy_hold,42,monthly_expanding_02
25,,,,XLK,buy_hold,42,monthly_expanding_02
40,,,,XLK,buy_hold,42,monthly_expanding_02
20,0.6309523809523809,0.6547619047619048,1.0,XLK,momentum,42,monthly_expanding_02
25,,,,XLK,momentum,42,monthly_expanding_02
40,,,,XLK,momentum,42,monthly_expanding_02
20,0.25,0.25,1.0,XLK,moving_average,42,monthly_expanding_02
25,,,,XLK,moving_average,42,monthly_expanding_02
40,,,,XLK,moving_average,42,monthly_expanding_02
20,0.5595238095238095,0.5833333333333333,1.0,XLK,logistic_regression,42,monthly_expanding_02
25,,,,XLK,logistic_regression,42,monthly_expanding_02
40,,,,XLK,logistic_regression,42,monthly_expanding_02
20,0.75,0.75,1.0,XLK,LightGBM,42,monthly_expanding_02
25,,,,XLK,LightGBM,42,monthly_expanding_02
40,,,,XLK,LightGBM,42,monthly_expanding_02
20,0.75,0.75,1.0,XLK,XGBoost,42,monthly_expanding_02
25,,,,XLK,XGBoost,42,monthly_expanding_02
40,,,,XLK,XGBoost,42,monthly_expanding_02
20,0.5595238095238095,0.5833333333333333,1.0,XLK,CatBoost,42,monthly_expanding_02
25,,,,XLK,CatBoost,42,monthly_expanding_02
40,,,,XLK,CatBoost,42,monthly_expanding_02
20,0.7083333333333333,0.7136363636363636,0.000999000999000999,XLF,random,11,monthly_expanding_01
25,,,,XLF,random,11,monthly_expanding_01
40,,,,XLF,random,11,monthly_expanding_01
