address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,regularMarketChangePercent,regularMarketPrice,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,trailingPegRatio
2000 Purchase Street,Purchase,NY,10577,United States,914 249 2000,https://www.mastercard.com,Credit Services,credit-services,Credit Services,Financial Services,financial-services,Financial Services,"Mastercard Incorporated, a technology company, provides transaction processing and other payment-related products and services in the United States and internationally. The company offers products and services for account holders, merchants, financial institutions, digital partners, businesses, governments, and other organizations, such as programs that enable issuers to provide consumers with credits to defer payments; payment products and solutions that allow its customers to access funds in deposit and other accounts; prepaid programs services; consumer bill payment services; and commercial credit, debit, and prepaid payment products and solutions. It also provides solutions that enable businesses or governments to make payments to businesses, including Virtual Card Number, which is generated dynamically from an existing account and leverages the credit limit of the funding account; and a platform to optimize supplier payment enablement campaigns for financial institutions. In addition, the company offers Mastercard Move, which partners with digital messaging and payment platforms to enable consumers to send money directly within applications to other consumers; and partners with central banks, fintechs, and financial institutions, as well as enables various cross-border payment flows. Further, it provides security solutions; marketing, personalization, and issuer and merchant loyalty services; business and operational intelligence, advanced analytics and AI, consulting and agentic solutions, and payments and portfolio optimization; digital and authentication; processing and gateway solutions; and other solutions. The company offers payment solutions and services under the MasterCard, Maestro, and Cirrus names. Mastercard Incorporated was founded in 1966 and is headquartered in Purchase, New York.",39800,"[{'maxAge': 1, 'name': 'Mr. Michael  Miebach', 'age': 57, 'title': 'CEO, President & Director', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 9761053, 'exercisedValue': 11598079, 'unexercisedValue': 30919096}, {'maxAge': 1, 'name': 'Mr. Sachin  Mehra', 'age': 54, 'title': 'Chief Financial Officer', 'yearBorn': 1971, 'fiscalYear': 2025, 'totalPay': 3326275, 'exercisedValue': 11080211, 'unexercisedValue': 7023571}, {'maxAge': 1, 'name': 'Mr. Timothy Henry Murphy J.D.', 'age': 57, 'title': 'Vice Chair', 'yearBorn': 1968, 'fiscalYear': 2025, 'totalPay': 2399628, 'exercisedValue': 2311073, 'unexercisedValue': 6858552}, {'maxAge': 1, 'name': 'Mr. Edward Grunde McLaughlin', 'age': 59, 'title': 'President & CTO of Mastercard Technology', 'yearBorn': 1966, 'fiscalYear': 2025, 'totalPay': 2064752, 'exercisedValue': 5250432, 'unexercisedValue': 19592664}, {'maxAge': 1, 'name': 'Mr. Craig E. Vosburg', 'age': 58, 'title': 'Chief Services Officer', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 2694403, 'exercisedValue': 22477560, 'unexercisedValue': 9816097}, {'maxAge': 1, 'name': 'Ms. Linda Pistecchia Kirkpatrick', 'age': 48, 'title': 'President of the Americas', 'yearBorn': 1977, 'fiscalYear': 2025, 'totalPay': 2297718, 'exercisedValue': 0, 'unexercisedValue': 7960118}, {'maxAge': 1, 'name': 'Ms. Sandra A. Arkell', 'age': 57, 'title': 'Corporate Controller & Principal Accounting Officer', 'yearBorn': 1968, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Richard R. Verma Ph.D.', 'age': 52, 'title': 'Chief Administrative Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Devin  Corr', 'title': 'Executive Vice President of Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Tiffany M. Hall', 'age': 46, 'title': 'General Counsel', 'yearBorn': 1979, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",3,2,5,3,1,1780531200,1767139200,[],86400,2,509.64,511.9,507.14,513.91,509.64,511.9,507.14,513.91,3.48,0.68,1783555200,0.1823,0.54,0.738,29.75666,22.546677,2452858,2452858,3801172,4673290,4673290,513.35,512.25,40,200,453808652288,450309675862,464.52,601.77,601.77,4.02,13.371304,496.9274,532.0219,3.26,0.0063966718,USD,False,464552656896,0.45876,875808317,877036230,6663541,7117100,1778803200,1781481600,0.0075,0.00114,0.91549003,1.8,0.0076,883583855,7.576,67.79302,1767139200,1798675200,1774915200,0.184,15569999872,17.26,22.77941,1.54,10:1,1390348800,13.688,21.731,-0.09735924,0.20045471,0.87,1775692800,EQUITY,513.6,735.0,550.0,644.8889,657.5,1.30769,strong_buy,36,8218999808,9.302,21376999424,18959998976,0.564,0.981,33938999296,282.059,37.72,0.25032,2.32076,33938999296,16148124672,18267000832,0.212,0.158,1.0,0.62987,0.60836,USD,MA,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,Mastercard Incorporated,Mastercard Incorporated,0.777011,513.6,America/New_York,EDT,-14400000,us_market,False,PREPRE,"[{'header': 'Dividend', 'message': 'MA announced a cash dividend of $0.87 with an ex-date of Jul. 9, 2026', 'meta': {'eventType': 'DIVIDEND', 'dateEpochMs': 1783569600000, 'amount': '0.87'}}]",1782863975,1782849602,NYQ,finmb_6477196,True,1148563800000,-0.593845,510.55,-3.0499878,3.95996,507.14 - 513.91,NYSE,3801172,49.079987,0.10565743,464.52 - 601.77,-88.170044,-0.14651784,-9.735924,1786060800,1777552200,1785414600,1785414600,1777554000,1777554000,True,17.26,22.77941,19.6598,26.124374,16.672577,0.033551335,-18.421936,-0.03462627,15,0,1.3 - Strong Buy,False,1.5681
