address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,hasPrePostMarketData,firstTradeDateMilliseconds,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,shortName,longName,cryptoTradeable,marketState,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,trailingPegRatio
1 Health Drive,Eden Prairie,MN,55344,United States,(800)-328-5979,https://www.unitedhealthgroup.com,Healthcare Plans,healthcare-plans,Healthcare Plans,Healthcare,healthcare,Healthcare,"UnitedHealth Group Incorporated operates as a health care company in the United States and internationally. It operates through four segments: Optum Health, Optum Insight, Optum Rx; and UnitedHealthcare. The Optum Health segment provides care delivery, care management, wellness and consumer engagement, and health financial services with patients, consumers, care delivery systems, providers, employers, payers, and public-sector entities. The Optum Insight segment offers software and information products, advisory consulting arrangements, and managed services outsourcing contracts to hospital systems, physicians, health plans, public entities, life sciences companies and other organizations. The Optum Rx segment provides pharmacy care services and programs, including retail network contracting, home delivery, specialty and community health pharmacy services, infusion, and purchasing and clinical capabilities, as well as develops programs in the areas of step therapy, formulary management, drug adherence, and disease and drug therapy management. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; Medicaid plans, including Temporary Assistance to Needy Families; Children's Health Insurance Programs; Dual SNPs; Long-Term Services and Supports; Aged, Blind and Disabled; and other federal, state, and community health care programs. and health care benefits products and services to state programs caring for the economically disadvantaged, medically underserved, and those without the benefit of employer-funded health care coverage. UnitedHealth Group Incorporated was founded in 1974 and is based in Eden Prairie, Minnesota.",390000,"[{'maxAge': 1, 'name': 'Mr. Stephen J. Hemsley', 'age': 72, 'title': 'CEO & Non-Independent Non-Executive Chairman', 'yearBorn': 1953, 'fiscalYear': 2025, 'totalPay': 1282348, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Wayne Scott DeVeydt', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 3082209, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher R. Zaetta', 'age': 53, 'title': 'Executive VP, Chief Legal Officer & Corporate Secretary', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 1791462, 'exercisedValue': 0, 'unexercisedValue': 15435}, {'maxAge': 1, 'name': 'Mr. Timothy John Noel', 'age': 53, 'title': 'Chief Executive Officer of UnitedHealthcare Business', 'yearBorn': 1972, 'fiscalYear': 2025, 'totalPay': 3201161, 'exercisedValue': 0, 'unexercisedValue': 93891}, {'maxAge': 1, 'name': 'Dr. Patrick Hugh Conway M.D., M.Sc.', 'age': 50, 'title': 'Chief Executive Officer of Optum', 'yearBorn': 1975, 'fiscalYear': 2025, 'totalPay': 2921605, 'exercisedValue': 0, 'unexercisedValue': 115656}, {'maxAge': 1, 'name': 'Mr. Dennis  Stankiewicz', 'age': 47, 'title': 'Chief Accounting Officer & Corporate Controller', 'yearBorn': 1978, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sandeep  Dadlani', 'age': 50, 'title': 'Executive VP and Chief Digital & Technology Officer', 'yearBorn': 1975, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Zachary William Sopcak', 'title': 'Senior Vice President of Capital Markets Communications & Investor Relations', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Erin L.  McSweeney J.D.', 'age': 60, 'title': 'Executive VP & Chief People Officer', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 1767835, 'exercisedValue': 0, 'unexercisedValue': 3488965}, {'maxAge': 1, 'name': 'Dr. Richard J. Migliori M.D.', 'age': 68, 'title': 'Executive Vice President & Senior Advisor', 'yearBorn': 1957, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,9,9,1,8,1780531200,1767139200,[],86400,2,419.82,422.72,413.25,422.74,419.82,422.72,413.25,422.74,9.28,2.23,1781481600,0.6657,1.65,0.65,31.321024,19.857595,5633452,5633452,7712722,7045200,7045200,415.01,415.54,200,120,377452068864,377452058634,234.6,427.93,630.73,0.082031,0.8393177,384.9886,336.2365,8.84,0.021056643,USD,False,431578054656,0.02678,905438134,908144404,17174473,17469650,1778803200,1781481600,0.0189,0.00241,0.8592,2.42,0.0211,908144404,107.798,3.8556376,1767139200,1798675200,1774915200,-0.002,12044000256,13.27,20.93053,1.48,2:1,1117497600,0.96,20.107,0.2872386,0.20045471,2.32,1781481600,EQUITY,415.63,492.0,287.0,411.30768,423.5,1.64286,buy,26,31228999680,34.388,21464000512,77917003776,0.722,0.798,449713012736,73.982,495.825,0.03783,0.121759996,84551999488,17687500800,23153000448,0.007,0.02,0.18801,0.04773,0.080469996,USD,UNH,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,True,466867800000,[],1782863970,1782849602,NYQ,finmb_104673,America/New_York,EDT,-14400000,us_market,False,-0.998047,415.63,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated,False,PREPRE,-0.075576216,415.3159,-0.31411743,-4.19,413.25 - 422.74,NYSE,7712722,181.03,0.77165383,234.6 - 427.93,-12.299988,-0.028742991,28.72386,1782172800,1784205000,1784205000,1784205000,1784232000,1784232000,False,13.27,20.93053,18.38872,22.602444,30.641418,0.07959046,79.39349,0.23612395,15,0,1.6 - Buy,1.4402
