date,adj_close,close,high,low,open,volume
2010-01-04,15.546579360961914,15.684433937072754,15.753503799438477,15.621622085571289,15.689438819885254,78169752
2010-01-05,15.478116989135742,15.615365028381348,15.711711883544922,15.554054260253906,15.695195198059082,120067812
2010-01-06,15.087933540344238,15.221721649169922,15.662161827087402,15.174174308776855,15.662161827087402,158988852
2010-01-07,14.736693382263184,14.867366790771484,15.265265464782715,14.83108139038086,15.250249862670898,256315428
2010-01-08,14.933150291442871,15.065566062927246,15.096345901489258,14.742491722106934,14.814814567565918,188783028
2010-01-11,14.910578727722168,15.042793273925781,15.126626968383789,14.865865707397461,15.126626968383789,288227484
2010-01-12,14.646900177001953,14.776777267456055,14.968969345092773,14.714715003967285,14.956206321716309,193937868
2010-01-13,14.562810897827148,14.69194221496582,14.724224090576172,14.361862182617188,14.426676750183105,259604136
2010-01-14,14.631272315979004,14.761011123657227,14.86987018585205,14.584835052490234,14.612112045288086,169434396
2010-01-15,14.386942863464355,14.514514923095703,14.853854179382324,14.46546459197998,14.848347663879395,217162620
2010-01-19,14.575955390930176,14.705204963684082,14.775275230407715,14.421671867370605,14.54454517364502,172495332
2010-01-20,14.397110939025879,14.524774551391602,14.664163589477539,14.396647453308105,14.664163589477539,129897972
2010-01-21,14.460862159729004,14.589089393615723,14.685185432434082,14.320570945739746,14.600601196289062,252055692
2010-01-22,13.643036842346191,13.76401424407959,14.279278755187988,13.38488483428955,14.126626968383789,271743984
2010-01-25,13.394740104675293,13.513513565063477,13.760761260986328,13.401150703430176,13.678427696228027,176619204
2010-01-26,13.454767227172852,13.574073791503906,13.753753662109375,13.420671463012695,13.462713241577148,174045780
2010-01-27,13.446829795837402,13.566065788269043,13.704955101013184,13.396145820617676,13.545294761657715,158417424
2010-01-28,13.253101348876953,13.370620727539062,13.688689231872559,13.278278350830078,13.625876426696777,129034836
2010-01-29,13.1451997756958,13.261761665344238,13.538288116455078,13.153403282165527,13.475726127624512,165454380
2010-02-01,13.221599578857422,13.338838577270508,13.408658981323242,13.270771026611328,13.378377914428711,89941968
2010-02-02,13.174469947814941,13.291291236877441,13.3873872756958,13.203453063964844,13.3873872756958,163684152
2010-02-03,13.415079116821289,13.53403377532959,13.566065788269043,13.218969345092773,13.22998046875,119844036
2010-02-04,13.066815376281738,13.182682991027832,13.463462829589844,13.152152061462402,13.438438415527344,134972892
2010-02-05,13.178688049316406,13.29554557800293,13.350851058959961,13.074575424194336,13.223222732543945,126113760
2010-02-08,13.23276138305664,13.350099563598633,13.56356430053711,13.301551818847656,13.325825691223145,107664228
2010-02-09,13.30643367767334,13.424424171447754,13.551801681518555,13.39013957977295,13.502001762390137,112671216
2010-02-10,13.257072448730469,13.374625205993652,13.458208084106445,13.20545482635498,13.36511516571045,106873020
2010-02-11,13.305440902709961,13.423422813415527,13.525775909423828,13.250750541687012,13.346345901489258,96303600
2010-02-12,13.224080085754395,13.341341018676758,13.442192077636719,13.275775909423828,13.3375883102417,91096812
2010-02-16,13.426984786987305,13.546046257019043,13.616867065429688,13.370870590209961,13.435185432434082,146029824
2010-02-17,13.350337982177734,13.468718528747559,13.598599433898926,13.453703880310059,13.56356430053711,81106812
2010-02-18,13.474611282348633,13.594094276428223,13.63888931274414,13.416916847229004,13.45195198059082,93382524
2010-02-19,13.413591384887695,13.532532691955566,13.614363670349121,13.506006240844727,13.526777267456055,102021876
2010-02-22,13.464193344116211,13.58358383178711,13.701201438903809,13.538538932800293,13.697446823120117,85698216
2010-02-23,13.272448539733887,13.39013957977295,13.604353904724121,13.320570945739746,13.58858871459961,114789096
2010-02-24,13.183151245117188,13.300049781799316,13.47447395324707,13.276025772094727,13.362862586975098,92970936
2010-02-25,13.058134078979492,13.173924446105957,13.225475311279297,13.013012886047363,13.191190719604492,132235632
2010-02-26,13.067312240600586,13.183182716369629,13.30705738067627,13.100099563598633,13.198698997497559,81890028
2010-03-01,13.213414192199707,13.330580711364746,13.345596313476562,13.206707000732422,13.243243217468262,89426484
2010-03-02,13.421031951904297,13.540040016174316,13.655155181884766,13.388639450073242,13.400400161743164,174097728
2010-03-03,13.526702880859375,13.646647453308105,13.716716766357422,13.494745254516602,13.572572708129883,123452424
2010-03-04,13.756648063659668,13.878628730773926,13.917166709899902,13.668668746948242,13.676176071166992,127224648
2010-03-05,13.995269775390625,14.119368553161621,14.20595645904541,14.01151180267334,14.047798156738281,156331512
2010-03-08,13.952357292175293,14.076075553894043,14.143644332885742,14.039289474487305,14.133633613586426,95360544
2010-03-09,13.895553588867188,14.018769264221191,14.130631446838379,13.92642593383789,14.010259628295898,126936936
2010-03-10,14.298885345458984,14.425676345825195,14.476977348327637,14.069318771362305,14.108107566833496,225969804
2010-03-11,14.4152193069458,14.54304313659668,14.669919967651367,14.369368553161621,14.370870590209961,169162668
2010-03-12,14.375533103942871,14.503003120422363,14.721721649169922,14.49349308013916,14.718217849731445,110025864
2010-03-15,13.969720840454102,14.09359359741211,14.250500679016113,13.91391372680664,14.181180953979492,185969844
2010-03-16,14.019826889038086,14.144144058227539,14.224724769592285,14.03303337097168,14.059809684753418,137122740
2010-03-17,14.02875804901123,14.153153419494629,14.300551414489746,14.120369911193848,14.221721649169922,132731136
2010-03-18,14.049593925476074,14.174174308776855,14.225225448608398,14.088088035583496,14.132131576538086,71016912
2010-03-19,13.890841484069824,14.01401424407959,14.214214324951172,13.945945739746094,14.01401424407959,191576232
2010-03-22,13.828828811645508,13.951451301574707,14.18543529510498,13.870870590209961,13.916666984558105,160031808
2010-03-23,13.617986679077148,13.738739013671875,13.971721649169922,13.56356430053711,13.939940452575684,219831948
2010-03-24,13.82461166381836,13.947196960449219,14.010259628295898,13.506006240844727,13.651400566101074,262345392
2010-03-25,13.9622802734375,14.08608627319336,14.314313888549805,13.980480194091797,13.98948860168457,157078764
2010-03-26,13.957566261291504,14.081331253051758,14.198948860168457,14.014514923095703,14.145895957946777,107740152
2010-03-29,13.951613426208496,14.075325012207031,14.132131576538086,14.028278350830078,14.089089393615723,124055820
2010-03-30,14.057283401489258,14.18193244934082,14.204955101013184,14.021020889282227,14.084835052490234,79036884
