Date,Stock Splits
1982-01-20 09:30:00-05:00,1.5
1982-05-11 09:30:00-04:00,1.25
1982-12-08 09:30:00-05:00,2.0
1983-06-09 09:30:00-04:00,2.0
1987-09-22 09:30:00-04:00,1.5
1989-07-03 09:30:00-04:00,1.5
1990-07-06 09:30:00-04:00,1.5
1991-06-26 09:30:00-04:00,1.5
1992-07-02 09:30:00-04:00,1.5
1993-04-14 09:30:00-04:00,1.3333333333333333
1997-07-07 09:30:00-04:00,1.5
1998-07-06 09:30:00-04:00,2.0
1999-12-31 09:30:00-05:00,1.5
