Date,Stock Splits
1975-08-25 09:30:00-04:00,2.0
1980-12-17 09:30:00-05:00,2.0
1982-07-12 09:30:00-04:00,2.0
1983-07-11 09:30:00-04:00,2.0
1985-10-07 09:30:00-04:00,2.0
1987-07-13 09:30:00-04:00,2.0
1990-07-09 09:30:00-04:00,2.0
1993-02-26 09:30:00-05:00,2.0
1999-04-20 09:30:00-04:00,2.0
2024-02-26 09:30:00-05:00,3.0
