Date,Stock Splits
1992-09-16 09:30:00-04:00,2.0
1994-03-11 09:30:00-05:00,2.0
2000-12-26 09:30:00-05:00,2.0
2003-06-19 09:30:00-04:00,2.0
2005-05-31 09:30:00-04:00,2.0
