Date,Stock Splits
1970-05-19 09:30:00-04:00,2.0
1983-02-22 09:30:00-05:00,2.0
1989-11-20 09:30:00-05:00,2.0
1992-06-15 09:30:00-04:00,2.0
1997-09-22 09:30:00-04:00,2.0
2004-06-21 09:30:00-04:00,2.0
