Date,Stock Splits
1987-09-21 09:30:00-04:00,2.0
1990-04-16 09:30:00-04:00,2.0
1991-06-27 09:30:00-04:00,1.5
1992-06-15 09:30:00-04:00,1.5
1994-05-23 09:30:00-04:00,2.0
1996-12-09 09:30:00-05:00,2.0
1998-02-23 09:30:00-05:00,2.0
1999-03-29 09:30:00-05:00,2.0
2003-02-18 09:30:00-05:00,2.0
