block_length,ci_low,ci_high,circular_shift_p,asset,model,seed,fold_id
40,0.4959292763157894,0.8299240805706115,0.28771228771228774,IWM,CatBoost,23,long_window_02
20,0.4393465909090909,0.5808387103258357,0.4745254745254745,IWM,random,42,long_window_02
25,0.45408094318808606,0.5724007785677732,0.4485514485514486,IWM,random,42,long_window_02
40,0.45435912558426667,0.5804902372162509,0.3926073926073926,IWM,random,42,long_window_02
20,0.5,0.5,1.0,IWM,historical_mean,42,long_window_02
25,0.5,0.5,1.0,IWM,historical_mean,42,long_window_02
40,0.5,0.5,1.0,IWM,historical_mean,42,long_window_02
20,0.42035100534496617,0.5587516595113264,0.6053946053946054,IWM,random_walk,42,long_window_02
25,0.4206109100073314,0.5590724405936836,0.5724275724275725,IWM,random_walk,42,long_window_02
40,0.42061491935483875,0.5478816267247639,0.5194805194805194,IWM,random_walk,42,long_window_02
20,0.5,0.5,1.0,IWM,buy_hold,42,long_window_02
25,0.5,0.5,1.0,IWM,buy_hold,42,long_window_02
40,0.5,0.5,1.0,IWM,buy_hold,42,long_window_02
20,0.16532272825150734,0.5087360854886273,0.8781218781218781,IWM,momentum,42,long_window_02
25,0.12431384405068616,0.5105433303085299,0.8491508491508492,IWM,momentum,42,long_window_02
40,0.11806861521392414,0.5204334451171773,0.8221778221778222,IWM,momentum,42,long_window_02
20,0.4780117270788913,0.8226294229115785,0.13286713286713286,IWM,moving_average,42,long_window_02
25,0.480203125,0.7896090275800799,0.12687312687312688,IWM,moving_average,42,long_window_02
40,0.47958657689880074,0.7396054750402575,0.19480519480519481,IWM,moving_average,42,long_window_02
20,0.5688297193877551,0.833335643015521,0.000999000999000999,IWM,logistic_regression,42,long_window_02
25,0.5730801806888763,0.8177500284997721,0.000999000999000999,IWM,logistic_regression,42,long_window_02
40,0.6053889318885448,0.7949059549745824,0.000999000999000999,IWM,logistic_regression,42,long_window_02
20,0.5,0.5,1.0,IWM,LightGBM,42,long_window_02
25,0.5,0.5,1.0,IWM,LightGBM,42,long_window_02
40,0.5,0.5,1.0,IWM,LightGBM,42,long_window_02
20,0.5,0.6470748081841432,0.08091908091908091,IWM,XGBoost,42,long_window_02
25,0.5,0.658078049109552,0.06993006993006994,IWM,XGBoost,42,long_window_02
40,0.5134154040404041,0.6493032612445718,0.08491508491508491,IWM,XGBoost,42,long_window_02
20,0.5049492816928752,0.7174000701262272,0.12687312687312688,IWM,CatBoost,42,long_window_02
25,0.505,0.75,0.10589410589410589,IWM,CatBoost,42,long_window_02
40,0.5043859649122807,0.7692460317460317,0.15184815184815184,IWM,CatBoost,42,long_window_02
20,0.34879212788536096,0.5427790120793787,0.9050949050949051,DIA,random,11,long_window_01
25,0.38027584670231723,0.5492733828671328,0.9010989010989011,DIA,random,11,long_window_01
40,0.386380969785575,0.5672852640780272,0.8771228771228772,DIA,random,11,long_window_01
20,0.5,0.5,1.0,DIA,historical_mean,11,long_window_01
25,0.5,0.5,1.0,DIA,historical_mean,11,long_window_01
40,0.5,0.5,1.0,DIA,historical_mean,11,long_window_01
20,0.34839405118445954,0.5123814655172414,0.8641358641358642,DIA,random_walk,11,long_window_01
25,0.35934895833333336,0.5184860816517153,0.8461538461538461,DIA,random_walk,11,long_window_01
40,0.3631934790733269,0.5064838479598204,0.8211788211788211,DIA,random_walk,11,long_window_01
20,0.5,0.5,1.0,DIA,buy_hold,11,long_window_01
25,0.5,0.5,1.0,DIA,buy_hold,11,long_window_01
40,0.5,0.5,1.0,DIA,buy_hold,11,long_window_01
20,0.1810847634508349,0.39776515151515146,0.983016983016983,DIA,momentum,11,long_window_01
25,0.16318584886807722,0.4013376322751322,0.984015984015984,DIA,momentum,11,long_window_01
40,0.14225118384260446,0.32669603505342043,0.9790209790209791,DIA,momentum,11,long_window_01
20,0.4997329139077731,0.5825432310173034,0.25374625374625376,DIA,moving_average,11,long_window_01
25,0.49523695054945055,0.5791983695652174,0.26073926073926074,DIA,moving_average,11,long_window_01
40,0.5,0.5747800586510264,0.3226773226773227,DIA,moving_average,11,long_window_01
20,0.5160229202037352,0.7814957264957264,0.08491508491508491,DIA,logistic_regression,11,long_window_01
25,0.5166968150896722,0.7584904388388171,0.07992007992007992,DIA,logistic_regression,11,long_window_01
40,0.5280076872288247,0.7517162471395881,0.04195804195804196,DIA,logistic_regression,11,long_window_01
20,0.5,0.5,1.0,DIA,LightGBM,11,long_window_01
25,0.5,0.5,1.0,DIA,LightGBM,11,long_window_01
40,0.5,0.5,1.0,DIA,LightGBM,11,long_window_01
20,0.5,0.5,1.0,DIA,XGBoost,11,long_window_01
25,0.5,0.5,1.0,DIA,XGBoost,11,long_window_01
40,0.5,0.5,1.0,DIA,XGBoost,11,long_window_01
20,0.5,0.5,1.0,DIA,CatBoost,11,long_window_01
25,0.5,0.5,1.0,DIA,CatBoost,11,long_window_01
40,0.5,0.5,1.0,DIA,CatBoost,11,long_window_01
20,0.44285473785473783,0.5931619664904249,0.2977022977022977,DIA,random,17,long_window_01
25,0.4380831339712919,0.5865970133667502,0.2957042957042957,DIA,random,17,long_window_01
40,0.43249782984317003,0.5849885033438574,0.2967032967032967,DIA,random,17,long_window_01
20,0.5,0.5,1.0,DIA,historical_mean,17,long_window_01
25,0.5,0.5,1.0,DIA,historical_mean,17,long_window_01
40,0.5,0.5,1.0,DIA,historical_mean,17,long_window_01
20,0.3480476448768197,0.5203069917743831,0.8521478521478522,DIA,random_walk,17,long_window_01
25,0.3510167992926614,0.5188631452581032,0.8371628371628371,DIA,random_walk,17,long_window_01
40,0.3666512148337596,0.5038165058758595,0.8131868131868132,DIA,random_walk,17,long_window_01
20,0.5,0.5,1.0,DIA,buy_hold,17,long_window_01
25,0.5,0.5,1.0,DIA,buy_hold,17,long_window_01
40,0.5,0.5,1.0,DIA,buy_hold,17,long_window_01
20,0.16247282440450514,0.4091007053291536,0.977022977022977,DIA,momentum,17,long_window_01
25,0.1555935619544029,0.39853614982352153,0.983016983016983,DIA,momentum,17,long_window_01
40,0.14684347212806612,0.3313412995462728,0.973026973026973,DIA,momentum,17,long_window_01
20,0.49719156079359644,0.5791666666666667,0.25874125874125875,DIA,moving_average,17,long_window_01
25,0.49462219495091164,0.579580641033843,0.25774225774225773,DIA,moving_average,17,long_window_01
40,0.5,0.5744619799139168,0.34465534465534464,DIA,moving_average,17,long_window_01
20,0.5104972924669228,0.7764885783858998,0.07292707292707293,DIA,logistic_regression,17,long_window_01
25,0.5256312769010043,0.7648363299370661,0.0919080919080919,DIA,logistic_regression,17,long_window_01
40,0.5305756870567376,0.7473822354743407,0.03796203796203796,DIA,logistic_regression,17,long_window_01
20,0.5,0.5,1.0,DIA,LightGBM,17,long_window_01
25,0.5,0.5,1.0,DIA,LightGBM,17,long_window_01
40,0.5,0.5,1.0,DIA,LightGBM,17,long_window_01
20,0.5,0.5,1.0,DIA,XGBoost,17,long_window_01
25,0.5,0.5,1.0,DIA,XGBoost,17,long_window_01
40,0.5,0.5,1.0,DIA,XGBoost,17,long_window_01
20,0.5,0.5,1.0,DIA,CatBoost,17,long_window_01
25,0.5,0.5,1.0,DIA,CatBoost,17,long_window_01
40,0.5,0.5,1.0,DIA,CatBoost,17,long_window_01
20,0.3073948340946626,0.4796110104871312,0.9820179820179821,DIA,random,23,long_window_01
25,0.29329322727062185,0.47130865589011656,0.978021978021978,DIA,random,23,long_window_01
40,0.30216044401873243,0.4771006944444445,1.0,DIA,random,23,long_window_01
20,0.5,0.5,1.0,DIA,historical_mean,23,long_window_01
25,0.5,0.5,1.0,DIA,historical_mean,23,long_window_01
40,0.5,0.5,1.0,DIA,historical_mean,23,long_window_01
20,0.35068574168797956,0.5208343152437381,0.8441558441558441,DIA,random_walk,23,long_window_01
25,0.3559721035543404,0.5192159062184024,0.8451548451548452,DIA,random_walk,23,long_window_01
40,0.36549365685719676,0.504961153400946,0.8061938061938062,DIA,random_walk,23,long_window_01
20,0.5,0.5,1.0,DIA,buy_hold,23,long_window_01
25,0.5,0.5,1.0,DIA,buy_hold,23,long_window_01
40,0.5,0.5,1.0,DIA,buy_hold,23,long_window_01
20,0.17263745175330542,0.40065939695550346,0.977022977022977,DIA,momentum,23,long_window_01
25,0.16787854259414922,0.3944072817914351,0.974025974025974,DIA,momentum,23,long_window_01
40,0.14861822088181917,0.32679130320898614,0.9760239760239761,DIA,momentum,23,long_window_01
20,0.4995650197376152,0.5828297191610381,0.27172827172827174,DIA,moving_average,23,long_window_01
25,0.4968328173374613,0.5776162790697674,0.2917082917082917,DIA,moving_average,23,long_window_01
40,0.5,0.5796000957854406,0.2967032967032967,DIA,moving_average,23,long_window_01
20,0.5106499945515963,0.7778499653499652,0.06493506493506493,DIA,logistic_regression,23,long_window_01
25,0.5266750059477785,0.7738166287735253,0.08391608391608392,DIA,logistic_regression,23,long_window_01
40,0.5224953353231142,0.746756453006453,0.04895104895104895,DIA,logistic_regression,23,long_window_01
20,0.5,0.5,1.0,DIA,LightGBM,23,long_window_01
25,0.5,0.5,1.0,DIA,LightGBM,23,long_window_01
40,0.5,0.5,1.0,DIA,LightGBM,23,long_window_01
20,0.5,0.5,1.0,DIA,XGBoost,23,long_window_01
25,0.5,0.5,1.0,DIA,XGBoost,23,long_window_01
40,0.5,0.5,1.0,DIA,XGBoost,23,long_window_01
20,0.5,0.5,1.0,DIA,CatBoost,23,long_window_01
25,0.5,0.5,1.0,DIA,CatBoost,23,long_window_01
40,0.5,0.5,1.0,DIA,CatBoost,23,long_window_01
20,0.3387254464777871,0.47395765856950073,0.994005994005994,DIA,random,42,long_window_01
25,0.3494497508305648,0.47588899196042056,0.991008991008991,DIA,random,42,long_window_01
40,0.36054743543758966,0.4621327605321508,0.988011988011988,DIA,random,42,long_window_01
20,0.5,0.5,1.0,DIA,historical_mean,42,long_window_01
25,0.5,0.5,1.0,DIA,historical_mean,42,long_window_01
40,0.5,0.5,1.0,DIA,historical_mean,42,long_window_01
20,0.35283389490264816,0.5153732746588089,0.8531468531468531,DIA,random_walk,42,long_window_01
25,0.3576754396720042,0.516999665911895,0.8671328671328671,DIA,random_walk,42,long_window_01
40,0.3638703567937439,0.5090924693155814,0.8401598401598401,DIA,random_walk,42,long_window_01
20,0.5,0.5,1.0,DIA,buy_hold,42,long_window_01
25,0.5,0.5,1.0,DIA,buy_hold,42,long_window_01
40,0.5,0.5,1.0,DIA,buy_hold,42,long_window_01
20,0.17625,0.4127451156874039,0.9820179820179821,DIA,momentum,42,long_window_01
25,0.1591936274509804,0.3968434160914555,0.984015984015984,DIA,momentum,42,long_window_01
40,0.1422788128152855,0.3316397993832507,0.986013986013986,DIA,momentum,42,long_window_01
20,0.4951923076923077,0.5876453659976387,0.25274725274725274,DIA,moving_average,42,long_window_01
25,0.4967948717948718,0.5770592466476613,0.28471528471528473,DIA,moving_average,42,long_window_01
40,0.49894448596955704,0.5758076056509559,0.3386613386613387,DIA,moving_average,42,long_window_01
20,0.5052649605938416,0.7710814579792774,0.08591408591408592,DIA,logistic_regression,42,long_window_01
25,0.522377201766307,0.7610558157689306,0.09290709290709291,DIA,logistic_regression,42,long_window_01
40,0.5174123400510726,0.7427912652129818,0.05094905094905095,DIA,logistic_regression,42,long_window_01
20,0.5,0.5,1.0,DIA,LightGBM,42,long_window_01
25,0.5,0.5,1.0,DIA,LightGBM,42,long_window_01
40,0.5,0.5,1.0,DIA,LightGBM,42,long_window_01
20,0.5,0.5,1.0,DIA,XGBoost,42,long_window_01
25,0.5,0.5,1.0,DIA,XGBoost,42,long_window_01
40,0.5,0.5,1.0,DIA,XGBoost,42,long_window_01
20,0.5,0.5,1.0,DIA,CatBoost,42,long_window_01
25,0.5,0.5,1.0,DIA,CatBoost,42,long_window_01
40,0.5,0.5,1.0,DIA,CatBoost,42,long_window_01
20,0.48257276714513553,0.61162884573041,0.42657342657342656,DIA,random,11,long_window_02
25,0.4793955498073961,0.6061425494682999,0.40559440559440557,DIA,random,11,long_window_02
40,0.47811924342105266,0.5879769448429779,0.36063936063936064,DIA,random,11,long_window_02
20,0.5,0.5,1.0,DIA,historical_mean,11,long_window_02
25,0.5,0.5,1.0,DIA,historical_mean,11,long_window_02
40,0.5,0.5,1.0,DIA,historical_mean,11,long_window_02
20,0.4559130195036034,0.6370418041804181,0.37962037962037964,DIA,random_walk,11,long_window_02
25,0.4510953282828283,0.6160729133671207,0.37462537462537465,DIA,random_walk,11,long_window_02
40,0.47439328457446805,0.5921514423076923,0.24075924075924077,DIA,random_walk,11,long_window_02
20,0.5,0.5,1.0,DIA,buy_hold,11,long_window_02
25,0.5,0.5,1.0,DIA,buy_hold,11,long_window_02
40,0.5,0.5,1.0,DIA,buy_hold,11,long_window_02
20,0.16849250936329588,0.47060513860716696,1.0,DIA,momentum,11,long_window_02
25,0.14183017151767152,0.4634178099593496,1.0,DIA,momentum,11,long_window_02
40,0.1232876712328767,0.4684222380275012,1.0,DIA,momentum,11,long_window_02
20,0.5,0.5,1.0,DIA,moving_average,11,long_window_02
25,0.5,0.5,1.0,DIA,moving_average,11,long_window_02
40,0.5,0.5,1.0,DIA,moving_average,11,long_window_02
20,0.4722222222222222,0.6712143619547255,0.14185814185814186,DIA,logistic_regression,11,long_window_02
25,0.4722222222222222,0.6647184207668079,0.16683316683316685,DIA,logistic_regression,11,long_window_02
40,0.47958657689880074,0.6647378633813591,0.14085914085914086,DIA,logistic_regression,11,long_window_02
20,0.5,0.5,1.0,DIA,LightGBM,11,long_window_02
25,0.5,0.5,1.0,DIA,LightGBM,11,long_window_02
40,0.5,0.5,1.0,DIA,LightGBM,11,long_window_02
20,0.5,0.5,1.0,DIA,XGBoost,11,long_window_02
25,0.5,0.5,1.0,DIA,XGBoost,11,long_window_02
40,0.5,0.5,1.0,DIA,XGBoost,11,long_window_02
20,0.4425092065617677,0.490295885344429,1.0,DIA,CatBoost,11,long_window_02
25,0.44148153942428037,0.49276586368977676,1.0,DIA,CatBoost,11,long_window_02
40,0.4452054794520548,0.49473821271929824,1.0,DIA,CatBoost,11,long_window_02
20,0.4335263716497306,0.5768713235294118,0.5734265734265734,DIA,random,17,long_window_02
25,0.435232598055053,0.5714557374674007,0.5724275724275725,DIA,random,17,long_window_02
40,0.4334082597353884,0.567843137254902,0.5714285714285714,DIA,random,17,long_window_02
20,0.5,0.5,1.0,DIA,historical_mean,17,long_window_02
25,0.5,0.5,1.0,DIA,historical_mean,17,long_window_02
40,0.5,0.5,1.0,DIA,historical_mean,17,long_window_02
20,0.4601910058027079,0.6319989843093303,0.3626373626373626,DIA,random_walk,17,long_window_02
25,0.46039582896941766,0.6245358772670515,0.34865134865134867,DIA,random_walk,17,long_window_02
40,0.479503643913073,0.5913053692293145,0.2627372627372627,DIA,random_walk,17,long_window_02
20,0.5,0.5,1.0,DIA,buy_hold,17,long_window_02
25,0.5,0.5,1.0,DIA,buy_hold,17,long_window_02
40,0.5,0.5,1.0,DIA,buy_hold,17,long_window_02
20,0.17973295367092504,0.46673469387755095,1.0,DIA,momentum,17,long_window_02
25,0.14792399718508092,0.468765943877551,1.0,DIA,momentum,17,long_window_02
40,0.11643835616438356,0.4619730292563998,1.0,DIA,momentum,17,long_window_02
20,0.5,0.5,1.0,DIA,moving_average,17,long_window_02
25,0.5,0.5,1.0,DIA,moving_average,17,long_window_02
40,0.5,0.5,1.0,DIA,moving_average,17,long_window_02
20,0.47367838844899857,0.6684833559358946,0.14485514485514486,DIA,logistic_regression,17,long_window_02
25,0.4767359587538394,0.6635709158113392,0.14885114885114886,DIA,logistic_regression,17,long_window_02
40,0.47893604980192417,0.664382018321513,0.13486513486513488,DIA,logistic_regression,17,long_window_02
20,0.5,0.5,1.0,DIA,LightGBM,17,long_window_02
25,0.5,0.5,1.0,DIA,LightGBM,17,long_window_02
40,0.5,0.5,1.0,DIA,LightGBM,17,long_window_02
20,0.5,0.5,1.0,DIA,XGBoost,17,long_window_02
25,0.5,0.5,1.0,DIA,XGBoost,17,long_window_02
40,0.5,0.5,1.0,DIA,XGBoost,17,long_window_02
20,0.4745358560090703,0.724614463160856,0.2887112887112887,DIA,CatBoost,17,long_window_02
25,0.48360923423423424,0.7164391298002076,0.3016983016983017,DIA,CatBoost,17,long_window_02
40,0.501211475281602,0.6985592777443884,0.36563436563436563,DIA,CatBoost,17,long_window_02
20,0.4062127976190476,0.5640218189548547,0.7152847152847153,DIA,random,23,long_window_02
25,0.40265723645729196,0.5535298999383506,0.7182817182817183,DIA,random,23,long_window_02
40,0.3522522522522522,0.537037037037037,0.6493506493506493,DIA,random,23,long_window_02
20,0.5,0.5,1.0,DIA,historical_mean,23,long_window_02
25,0.5,0.5,1.0,DIA,historical_mean,23,long_window_02
40,0.5,0.5,1.0,DIA,historical_mean,23,long_window_02
20,0.4571301020408164,0.6369854425975151,0.34665334665334663,DIA,random_walk,23,long_window_02
25,0.45833104395604396,0.6250319693094629,0.33966033966033965,DIA,random_walk,23,long_window_02
40,0.4747571341288097,0.5942165095975948,0.2757242757242757,DIA,random_walk,23,long_window_02
20,0.5,0.5,1.0,DIA,buy_hold,23,long_window_02
25,0.5,0.5,1.0,DIA,buy_hold,23,long_window_02
40,0.5,0.5,1.0,DIA,buy_hold,23,long_window_02
20,0.17463688085676038,0.4643122347949081,1.0,DIA,momentum,23,long_window_02
25,0.1444178027901078,0.46731633739500766,1.0,DIA,momentum,23,long_window_02
40,0.12,0.47,1.0,DIA,momentum,23,long_window_02
20,0.5,0.5,1.0,DIA,moving_average,23,long_window_02
25,0.5,0.5,1.0,DIA,moving_average,23,long_window_02
40,0.5,0.5,1.0,DIA,moving_average,23,long_window_02
20,0.4744865253793826,0.6762053498363338,0.14985014985014986,DIA,logistic_regression,23,long_window_02
25,0.4716981132075472,0.6652873149706957,0.15084915084915085,DIA,logistic_regression,23,long_window_02
40,0.47696280536202484,0.6605409356725146,0.13286713286713286,DIA,logistic_regression,23,long_window_02
20,0.5,0.5,1.0,DIA,LightGBM,23,long_window_02
25,0.5,0.5,1.0,DIA,LightGBM,23,long_window_02
40,0.5,0.5,1.0,DIA,LightGBM,23,long_window_02
20,0.5,0.5,1.0,DIA,XGBoost,23,long_window_02
25,0.5,0.5,1.0,DIA,XGBoost,23,long_window_02
40,0.5,0.5,1.0,DIA,XGBoost,23,long_window_02
20,0.5,0.5,1.0,DIA,CatBoost,23,long_window_02
25,0.5,0.5,1.0,DIA,CatBoost,23,long_window_02
40,0.5,0.5,1.0,DIA,CatBoost,23,long_window_02
20,0.48213474025974024,0.6470845772476903,0.15884115884115885,DIA,random,42,long_window_02
25,0.48498273325861585,0.6414303491209153,0.17582417582417584,DIA,random,42,long_window_02
40,0.49999030757301627,0.6478237218862218,0.14385614385614387,DIA,random,42,long_window_02
20,0.5,0.5,1.0,DIA,historical_mean,42,long_window_02
25,0.5,0.5,1.0,DIA,historical_mean,42,long_window_02
40,0.5,0.5,1.0,DIA,historical_mean,42,long_window_02
20,0.4534227487291213,0.6347955348011014,0.3866133866133866,DIA,random_walk,42,long_window_02
25,0.452919907937848,0.6224773777435503,0.3516483516483517,DIA,random_walk,42,long_window_02
40,0.4747519963144963,0.5903104094625602,0.2707292707292707,DIA,random_walk,42,long_window_02
20,0.5,0.5,1.0,DIA,buy_hold,42,long_window_02
25,0.5,0.5,1.0,DIA,buy_hold,42,long_window_02
40,0.5,0.5,1.0,DIA,buy_hold,42,long_window_02
20,0.16110119047619048,0.46731633739500766,1.0,DIA,momentum,42,long_window_02
25,0.13636363636363635,0.4681818181818182,1.0,DIA,momentum,42,long_window_02
40,0.11967674100156495,0.4640070217276099,1.0,DIA,momentum,42,long_window_02
20,0.5,0.5,1.0,DIA,moving_average,42,long_window_02
25,0.5,0.5,1.0,DIA,moving_average,42,long_window_02
40,0.5,0.5,1.0,DIA,moving_average,42,long_window_02
20,0.4761727975023015,0.6666666666666666,0.14185814185814186,DIA,logistic_regression,42,long_window_02
25,0.47646358543417366,0.6637362637362638,0.16383616383616384,DIA,logistic_regression,42,long_window_02
40,0.4797979797979798,0.6628828363958328,0.11388611388611389,DIA,logistic_regression,42,long_window_02
20,0.5,0.5,1.0,DIA,LightGBM,42,long_window_02
25,0.5,0.5,1.0,DIA,LightGBM,42,long_window_02
40,0.5,0.5,1.0,DIA,LightGBM,42,long_window_02
20,0.5,0.5,1.0,DIA,XGBoost,42,long_window_02
25,0.5,0.5,1.0,DIA,XGBoost,42,long_window_02
40,0.5,0.5,1.0,DIA,XGBoost,42,long_window_02
20,0.47690476190476194,0.5,1.0,DIA,CatBoost,42,long_window_02
25,0.4785714285714286,0.5,1.0,DIA,CatBoost,42,long_window_02
40,0.4852941176470588,0.5,1.0,DIA,CatBoost,42,long_window_02
20,0.383978339735382,0.5336934861679005,0.9270729270729271,XLK,random,11,long_window_01
25,0.387515368852459,0.5476190476190476,0.916083916083916,XLK,random,11,long_window_01
40,0.4121577602507221,0.5587023591487876,0.8841158841158842,XLK,random,11,long_window_01
20,0.5,0.5,1.0,XLK,historical_mean,11,long_window_01
25,0.5,0.5,1.0,XLK,historical_mean,11,long_window_01
40,0.5,0.5,1.0,XLK,historical_mean,11,long_window_01
20,0.45491407972245307,0.5707735430699075,0.6643356643356644,XLK,random_walk,11,long_window_01
25,0.44778130272981526,0.571812822997416,0.6593406593406593,XLK,random_walk,11,long_window_01
40,0.4678549876701285,0.5701792943898207,0.6913086913086913,XLK,random_walk,11,long_window_01
20,0.5,0.5,1.0,XLK,buy_hold,11,long_window_01
25,0.5,0.5,1.0,XLK,buy_hold,11,long_window_01
40,0.5,0.5,1.0,XLK,buy_hold,11,long_window_01
20,0.1733048983784848,0.5010912846248247,0.8591408591408591,XLK,momentum,11,long_window_01
25,0.17929536679536678,0.49770079758856167,0.8681318681318682,XLK,momentum,11,long_window_01
40,0.19885556383507205,0.47412923947534924,0.8401598401598401,XLK,momentum,11,long_window_01
20,0.3269166666666667,0.5,0.7502497502497503,XLK,moving_average,11,long_window_01
25,0.33748946629213483,0.5,0.7382617382617382,XLK,moving_average,11,long_window_01
40,0.3499709302325581,0.5,0.7352647352647352,XLK,moving_average,11,long_window_01
20,0.5213896725437605,0.8078917572463769,0.054945054945054944,XLK,logistic_regression,11,long_window_01
25,0.524390243902439,0.8018083791208791,0.06793206793206794,XLK,logistic_regression,11,long_window_01
40,0.5,0.7708374054224463,0.061938061938061936,XLK,logistic_regression,11,long_window_01
20,0.5,0.5,1.0,XLK,LightGBM,11,long_window_01
25,0.5,0.5,1.0,XLK,LightGBM,11,long_window_01
40,0.5,0.5,1.0,XLK,LightGBM,11,long_window_01
20,0.5,0.5,1.0,XLK,XGBoost,11,long_window_01
25,0.5,0.5,1.0,XLK,XGBoost,11,long_window_01
40,0.5,0.5,1.0,XLK,XGBoost,11,long_window_01
20,0.5,0.5,1.0,XLK,CatBoost,11,long_window_01
25,0.5,0.5,1.0,XLK,CatBoost,11,long_window_01
40,0.5,0.5,1.0,XLK,CatBoost,11,long_window_01
20,0.4357136101603315,0.5524241543471125,0.5484515484515484,XLK,random,17,long_window_01
25,0.4330274057463596,0.5467560241789572,0.5614385614385614,XLK,random,17,long_window_01
40,0.4318856442730183,0.5485006378756379,0.5094905094905094,XLK,random,17,long_window_01
20,0.5,0.5,1.0,XLK,historical_mean,17,long_window_01
25,0.5,0.5,1.0,XLK,historical_mean,17,long_window_01
40,0.5,0.5,1.0,XLK,historical_mean,17,long_window_01
20,0.45176470588235296,0.5643844639333642,0.6453546453546454,XLK,random_walk,17,long_window_01
25,0.4481637883334413,0.5703374169435216,0.6763236763236763,XLK,random_walk,17,long_window_01
40,0.4662027403098832,0.5805772397891962,0.6673326673326674,XLK,random_walk,17,long_window_01
20,0.5,0.5,1.0,XLK,buy_hold,17,long_window_01
25,0.5,0.5,1.0,XLK,buy_hold,17,long_window_01
40,0.5,0.5,1.0,XLK,buy_hold,17,long_window_01
20,0.16364811293130985,0.49922703234890015,0.8761238761238761,XLK,momentum,17,long_window_01
25,0.17570564760717025,0.5009067118226601,0.8571428571428571,XLK,momentum,17,long_window_01
40,0.20351513504674695,0.4762452164558723,0.8361638361638362,XLK,momentum,17,long_window_01
20,0.3242421328671328,0.5,0.7512487512487512,XLK,moving_average,17,long_window_01
25,0.34210526315789475,0.5,0.7362637362637363,XLK,moving_average,17,long_window_01
40,0.3494467366841711,0.5,0.7002997002997003,XLK,moving_average,17,long_window_01
20,0.5237956810631229,0.7906772843031332,0.054945054945054944,XLK,logistic_regression,17,long_window_01
25,0.516628787878788,0.8009775749380211,0.06293706293706294,XLK,logistic_regression,17,long_window_01
40,0.5,0.7702666307568005,0.055944055944055944,XLK,logistic_regression,17,long_window_01
20,0.5,0.5,1.0,XLK,LightGBM,17,long_window_01
25,0.5,0.5,1.0,XLK,LightGBM,17,long_window_01
40,0.5,0.5,1.0,XLK,LightGBM,17,long_window_01
20,0.5,0.5,1.0,XLK,XGBoost,17,long_window_01
25,0.5,0.5,1.0,XLK,XGBoost,17,long_window_01
40,0.5,0.5,1.0,XLK,XGBoost,17,long_window_01
20,0.5,0.5,1.0,XLK,CatBoost,17,long_window_01
25,0.5,0.5,1.0,XLK,CatBoost,17,long_window_01
40,0.5,0.5,1.0,XLK,CatBoost,17,long_window_01
20,0.40851960391857733,0.5473075765727451,0.6493506493506493,XLK,random,23,long_window_01
25,0.41683771929824565,0.5419811946778239,0.6243756243756243,XLK,random,23,long_window_01
40,0.4066691044339144,0.5532407407407407,0.6463536463536463,XLK,random,23,long_window_01
20,0.5,0.5,1.0,XLK,historical_mean,23,long_window_01
25,0.5,0.5,1.0,XLK,historical_mean,23,long_window_01
40,0.5,0.5,1.0,XLK,historical_mean,23,long_window_01
20,0.4527144117086194,0.5684881886289498,0.6573426573426573,XLK,random_walk,23,long_window_01
25,0.45106184476237166,0.5722229326513214,0.6983016983016983,XLK,random_walk,23,long_window_01
40,0.46620613731529226,0.5714691991265044,0.6643356643356644,XLK,random_walk,23,long_window_01
20,0.5,0.5,1.0,XLK,buy_hold,23,long_window_01
25,0.5,0.5,1.0,XLK,buy_hold,23,long_window_01
40,0.5,0.5,1.0,XLK,buy_hold,23,long_window_01
20,0.17772692601067885,0.513625356125356,0.8761238761238761,XLK,momentum,23,long_window_01
25,0.18588056438791734,0.4958072892598265,0.8651348651348651,XLK,momentum,23,long_window_01
40,0.19293263564883673,0.4723650322201464,0.8431568431568431,XLK,momentum,23,long_window_01
20,0.3199391891891892,0.5,0.7602397602397603,XLK,moving_average,23,long_window_01
25,0.34039703647416414,0.5,0.7472527472527473,XLK,moving_average,23,long_window_01
40,0.3476020408163265,0.5,0.7112887112887113,XLK,moving_average,23,long_window_01
20,0.5209922940358476,0.7870543376501794,0.04395604395604396,XLK,logistic_regression,23,long_window_01
25,0.5241701050262565,0.8064960313398652,0.05194805194805195,XLK,logistic_regression,23,long_window_01
40,0.5,0.7708333333333333,0.052947052947052944,XLK,logistic_regression,23,long_window_01
20,0.5,0.5,1.0,XLK,LightGBM,23,long_window_01
25,0.5,0.5,1.0,XLK,LightGBM,23,long_window_01
40,0.5,0.5,1.0,XLK,LightGBM,23,long_window_01
20,0.5,0.5,1.0,XLK,XGBoost,23,long_window_01
25,0.5,0.5,1.0,XLK,XGBoost,23,long_window_01
40,0.5,0.5,1.0,XLK,XGBoost,23,long_window_01
20,0.5,0.5,1.0,XLK,CatBoost,23,long_window_01
25,0.5,0.5,1.0,XLK,CatBoost,23,long_window_01
40,0.5,0.5,1.0,XLK,CatBoost,23,long_window_01
20,0.4557472826086957,0.6021424949290061,0.21978021978021978,XLK,random,42,long_window_01
25,0.4661235084543756,0.6051484195867386,0.26573426573426573,XLK,random,42,long_window_01
40,0.4878353268167765,0.6174257425742574,0.29270729270729273,XLK,random,42,long_window_01
20,0.5,0.5,1.0,XLK,historical_mean,42,long_window_01
