candidate,asset,seed,fold_id,timestamps_aligned,labels_aligned,horizon_days,costs_aligned,rows
buy_hold,NVDA,42,long_window_02,True,True,20,True,126
momentum,NVDA,42,long_window_02,True,True,20,True,126
moving_average,NVDA,42,long_window_02,True,True,20,True,126
logistic_regression,NVDA,42,long_window_02,True,True,20,True,126
LightGBM,NVDA,42,long_window_02,True,True,20,True,126
XGBoost,NVDA,42,long_window_02,True,True,20,True,126
CatBoost,NVDA,42,long_window_02,True,True,20,True,126
random,TSLA,11,long_window_01,True,True,20,True,126
historical_mean,TSLA,11,long_window_01,True,True,20,True,126
random_walk,TSLA,11,long_window_01,True,True,20,True,126
buy_hold,TSLA,11,long_window_01,True,True,20,True,126
momentum,TSLA,11,long_window_01,True,True,20,True,126
moving_average,TSLA,11,long_window_01,True,True,20,True,126
logistic_regression,TSLA,11,long_window_01,True,True,20,True,126
LightGBM,TSLA,11,long_window_01,True,True,20,True,126
XGBoost,TSLA,11,long_window_01,True,True,20,True,126
CatBoost,TSLA,11,long_window_01,True,True,20,True,126
random,TSLA,17,long_window_01,True,True,20,True,126
historical_mean,TSLA,17,long_window_01,True,True,20,True,126
random_walk,TSLA,17,long_window_01,True,True,20,True,126
buy_hold,TSLA,17,long_window_01,True,True,20,True,126
momentum,TSLA,17,long_window_01,True,True,20,True,126
moving_average,TSLA,17,long_window_01,True,True,20,True,126
logistic_regression,TSLA,17,long_window_01,True,True,20,True,126
LightGBM,TSLA,17,long_window_01,True,True,20,True,126
XGBoost,TSLA,17,long_window_01,True,True,20,True,126
CatBoost,TSLA,17,long_window_01,True,True,20,True,126
random,TSLA,23,long_window_01,True,True,20,True,126
historical_mean,TSLA,23,long_window_01,True,True,20,True,126
random_walk,TSLA,23,long_window_01,True,True,20,True,126
buy_hold,TSLA,23,long_window_01,True,True,20,True,126
momentum,TSLA,23,long_window_01,True,True,20,True,126
moving_average,TSLA,23,long_window_01,True,True,20,True,126
logistic_regression,TSLA,23,long_window_01,True,True,20,True,126
LightGBM,TSLA,23,long_window_01,True,True,20,True,126
XGBoost,TSLA,23,long_window_01,True,True,20,True,126
CatBoost,TSLA,23,long_window_01,True,True,20,True,126
random,TSLA,42,long_window_01,True,True,20,True,126
historical_mean,TSLA,42,long_window_01,True,True,20,True,126
random_walk,TSLA,42,long_window_01,True,True,20,True,126
buy_hold,TSLA,42,long_window_01,True,True,20,True,126
momentum,TSLA,42,long_window_01,True,True,20,True,126
moving_average,TSLA,42,long_window_01,True,True,20,True,126
logistic_regression,TSLA,42,long_window_01,True,True,20,True,126
LightGBM,TSLA,42,long_window_01,True,True,20,True,126
XGBoost,TSLA,42,long_window_01,True,True,20,True,126
CatBoost,TSLA,42,long_window_01,True,True,20,True,126
random,TSLA,11,long_window_02,True,True,20,True,126
historical_mean,TSLA,11,long_window_02,True,True,20,True,126
random_walk,TSLA,11,long_window_02,True,True,20,True,126
buy_hold,TSLA,11,long_window_02,True,True,20,True,126
momentum,TSLA,11,long_window_02,True,True,20,True,126
moving_average,TSLA,11,long_window_02,True,True,20,True,126
logistic_regression,TSLA,11,long_window_02,True,True,20,True,126
LightGBM,TSLA,11,long_window_02,True,True,20,True,126
XGBoost,TSLA,11,long_window_02,True,True,20,True,126
CatBoost,TSLA,11,long_window_02,True,True,20,True,126
random,TSLA,17,long_window_02,True,True,20,True,126
historical_mean,TSLA,17,long_window_02,True,True,20,True,126
random_walk,TSLA,17,long_window_02,True,True,20,True,126
buy_hold,TSLA,17,long_window_02,True,True,20,True,126
momentum,TSLA,17,long_window_02,True,True,20,True,126
moving_average,TSLA,17,long_window_02,True,True,20,True,126
logistic_regression,TSLA,17,long_window_02,True,True,20,True,126
LightGBM,TSLA,17,long_window_02,True,True,20,True,126
XGBoost,TSLA,17,long_window_02,True,True,20,True,126
CatBoost,TSLA,17,long_window_02,True,True,20,True,126
random,TSLA,23,long_window_02,True,True,20,True,126
historical_mean,TSLA,23,long_window_02,True,True,20,True,126
random_walk,TSLA,23,long_window_02,True,True,20,True,126
buy_hold,TSLA,23,long_window_02,True,True,20,True,126
momentum,TSLA,23,long_window_02,True,True,20,True,126
moving_average,TSLA,23,long_window_02,True,True,20,True,126
logistic_regression,TSLA,23,long_window_02,True,True,20,True,126
LightGBM,TSLA,23,long_window_02,True,True,20,True,126
XGBoost,TSLA,23,long_window_02,True,True,20,True,126
CatBoost,TSLA,23,long_window_02,True,True,20,True,126
random,TSLA,42,long_window_02,True,True,20,True,126
historical_mean,TSLA,42,long_window_02,True,True,20,True,126
random_walk,TSLA,42,long_window_02,True,True,20,True,126
buy_hold,TSLA,42,long_window_02,True,True,20,True,126
momentum,TSLA,42,long_window_02,True,True,20,True,126
moving_average,TSLA,42,long_window_02,True,True,20,True,126
logistic_regression,TSLA,42,long_window_02,True,True,20,True,126
LightGBM,TSLA,42,long_window_02,True,True,20,True,126
XGBoost,TSLA,42,long_window_02,True,True,20,True,126
CatBoost,TSLA,42,long_window_02,True,True,20,True,126
