cost_bps,net_return_diagnostic,sharpe_diagnostic,max_drawdown,turnover,total_cost,asset,model,seed,fold_id
0,-0.1469731184540064,-1.350029462476678,-0.8343454359297178,23.0,0.0,SPY,logistic_regression,23,long_window_01
8,-0.148478305278419,-1.366772193121042,-0.8356865442911003,23.0,0.018400000000000003,SPY,logistic_regression,23,long_window_01
15,-0.14979510880973235,-1.38122012567136,-0.836852878778354,23.0,0.0345,SPY,logistic_regression,23,long_window_01
25,-0.15167587589957687,-1.401518059497434,-0.8385075770509983,23.0,0.05749999999999999,SPY,logistic_regression,23,long_window_01
0,0.19270547797420678,1.6931610179392176,-0.3974529190472207,1.0,0.0,SPY,LightGBM,23,long_window_01
8,0.19261890702617723,1.6928386061595335,-0.3974529190472209,1.0,0.0008,SPY,LightGBM,23,long_window_01
15,0.19254310844407518,1.6925492248325378,-0.3974529190472206,1.0,0.0015,SPY,LightGBM,23,long_window_01
25,0.19243474529769222,1.6921240418283485,-0.3974529190472208,1.0,0.0025,SPY,LightGBM,23,long_window_01
0,0.19270547797420678,1.6931610179392176,-0.3974529190472207,1.0,0.0,SPY,XGBoost,23,long_window_01
8,0.19261890702617723,1.6928386061595335,-0.3974529190472209,1.0,0.0008,SPY,XGBoost,23,long_window_01
15,0.19254310844407518,1.6925492248325378,-0.3974529190472206,1.0,0.0015,SPY,XGBoost,23,long_window_01
25,0.19243474529769222,1.6921240418283485,-0.3974529190472208,1.0,0.0025,SPY,XGBoost,23,long_window_01
0,-0.017061282846072334,-0.08263848809417948,-0.6879085543482771,13.0,0.0,SPY,CatBoost,23,long_window_01
8,-0.018027593409777887,-0.09091022726236869,-0.6908795690633189,13.0,0.0104,SPY,CatBoost,23,long_window_01
15,-0.018873552644944724,-0.09814870639223686,-0.6934598423333588,13.0,0.019500000000000003,SPY,CatBoost,23,long_window_01
25,-0.02008277583878082,-0.108487086290886,-0.6971148025398917,13.0,0.0325,SPY,CatBoost,23,long_window_01
0,0.005418314008679648,0.1044514509100677,-0.28890084438896146,115.0,0.0,SPY,random,42,long_window_01
8,-0.003360387210736171,0.0317789250242065,-0.30152666163355313,115.0,0.09200000000000003,SPY,random,42,long_window_01
15,-0.010990231909462467,-0.03177963043084121,-0.32939995198358796,115.0,0.1725,SPY,random,42,long_window_01
25,-0.02180708248852925,-0.12237181361814596,-0.37627443078364364,115.0,0.2875,SPY,random,42,long_window_01
0,0.19270547797420678,1.6931610179392176,-0.3974529190472207,1.0,0.0,SPY,historical_mean,42,long_window_01
8,0.19261890702617723,1.6928386061595335,-0.3974529190472209,1.0,0.0008,SPY,historical_mean,42,long_window_01
15,0.19254310844407518,1.6925492248325378,-0.3974529190472206,1.0,0.0015,SPY,historical_mean,42,long_window_01
25,0.19243474529769222,1.6921240418283485,-0.3974529190472208,1.0,0.0025,SPY,historical_mean,42,long_window_01
0,-0.018610818716410238,-0.09529186445996107,-0.4514916747014912,99.0,0.0,SPY,random_walk,42,long_window_01
8,-0.026002261359184597,-0.1578504611476222,-0.464566218529627,99.0,0.0792,SPY,random_walk,42,long_window_01
15,-0.03243368662498136,-0.21250504563375108,-0.47576726788632573,99.0,0.1485,SPY,random_walk,42,long_window_01
25,-0.04156327612354638,-0.29031684740293673,-0.49138987984197124,99.0,0.2475,SPY,random_walk,42,long_window_01
0,0.19270547797420678,1.6931610179392176,-0.3974529190472207,1.0,0.0,SPY,buy_hold,42,long_window_01
8,0.19261890702617723,1.6928386061595335,-0.3974529190472209,1.0,0.0008,SPY,buy_hold,42,long_window_01
15,0.19254310844407518,1.6925492248325378,-0.3974529190472206,1.0,0.0015,SPY,buy_hold,42,long_window_01
25,0.19243474529769222,1.6921240418283485,-0.3974529190472208,1.0,0.0025,SPY,buy_hold,42,long_window_01
0,-0.06814085541064197,-0.5305017181145679,-0.71458699195818,21.0,0.0,SPY,momentum,42,long_window_01
8,-0.06963192491943371,-0.5442596344038494,-0.7159633218930228,21.0,0.016800000000000002,SPY,momentum,42,long_window_01
15,-0.07093657048566993,-0.5562379114945091,-0.7171639757310282,21.0,0.03150000000000001,SPY,momentum,42,long_window_01
25,-0.07280028472616573,-0.5732432317259653,-0.7188733203766483,21.0,0.0525,SPY,momentum,42,long_window_01
0,0.19270547797420678,1.6931610179392176,-0.3974529190472207,1.0,0.0,SPY,moving_average,42,long_window_01
8,0.19261890702617723,1.6928386061595335,-0.3974529190472209,1.0,0.0008,SPY,moving_average,42,long_window_01
15,0.19254310844407518,1.6925492248325378,-0.3974529190472206,1.0,0.0015,SPY,moving_average,42,long_window_01
25,0.19243474529769222,1.6921240418283485,-0.3974529190472208,1.0,0.0025,SPY,moving_average,42,long_window_01
0,-0.1469731184540064,-1.350029462476678,-0.8343454359297178,23.0,0.0,SPY,logistic_regression,42,long_window_01
8,-0.148478305278419,-1.366772193121042,-0.8356865442911003,23.0,0.018400000000000003,SPY,logistic_regression,42,long_window_01
15,-0.14979510880973235,-1.38122012567136,-0.836852878778354,23.0,0.0345,SPY,logistic_regression,42,long_window_01
25,-0.15167587589957687,-1.401518059497434,-0.8385075770509983,23.0,0.05749999999999999,SPY,logistic_regression,42,long_window_01
0,0.19270547797420678,1.6931610179392176,-0.3974529190472207,1.0,0.0,SPY,LightGBM,42,long_window_01
8,0.19261890702617723,1.6928386061595335,-0.3974529190472209,1.0,0.0008,SPY,LightGBM,42,long_window_01
15,0.19254310844407518,1.6925492248325378,-0.3974529190472206,1.0,0.0015,SPY,LightGBM,42,long_window_01
25,0.19243474529769222,1.6921240418283485,-0.3974529190472208,1.0,0.0025,SPY,LightGBM,42,long_window_01
0,0.19270547797420678,1.6931610179392176,-0.3974529190472207,1.0,0.0,SPY,XGBoost,42,long_window_01
8,0.19261890702617723,1.6928386061595335,-0.3974529190472209,1.0,0.0008,SPY,XGBoost,42,long_window_01
15,0.19254310844407518,1.6925492248325378,-0.3974529190472206,1.0,0.0015,SPY,XGBoost,42,long_window_01
25,0.19243474529769222,1.6921240418283485,-0.3974529190472208,1.0,0.0025,SPY,XGBoost,42,long_window_01
0,-0.15525060294094695,-1.451605677414352,-0.8507466373362164,9.0,0.0,SPY,CatBoost,42,long_window_01
8,-0.15583252959887284,-1.4585652235830606,-0.8507466373362165,9.0,0.007200000000000001,SPY,CatBoost,42,long_window_01
