cost_scenario,gross_return,net_return,sharpe,sortino,calmar,max_drawdown,turnover,total_cost,run_id,asset,asset_class,model,retraining_frequency,hyperparameter_variant,feature_ablation,break_even_cost_bps
stress_25bps,0.5315079562253244,0.527980924884301,2.3953341876758127,2.464320023665261,2.729381169224603,-0.19344345554867903,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,LightGBM,monthly_expanding,base,noisy_full,199.9969482421875
diagnostic_0bps,0.5459283176923022,0.5459283176923022,4.8850951169185555,0.0,0.0,0.0,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,weekly_expanding,base,full,199.9969482421875
realistic,0.5459283176923022,0.5444532874527228,4.855144813880223,0.0,0.0,0.0,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,weekly_expanding,base,full,199.9969482421875
stress_15bps,0.5459283176923022,0.5431628285568477,4.828839022817429,0.0,0.0,0.0,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,weekly_expanding,base,full,199.9969482421875
stress_25bps,0.5459283176923022,0.5413196278252617,4.791115791583091,0.0,0.0,0.0,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,weekly_expanding,base,full,199.9969482421875
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,full,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,full,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,full,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,full,199.9969482421875
diagnostic_0bps,-0.15408841318974853,-0.15408841318974853,-0.5865452874321889,-0.7991764553811468,-0.16567254040149554,-0.9300781699630265,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,quarterly_expanding,base,full,0.0
realistic,-0.15408841318974853,-0.15415987233891315,-0.5867988059556841,-0.79948755213945,-0.16573832423385235,-0.9301401655382837,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,quarterly_expanding,base,full,0.0
stress_15bps,-0.15408841318974853,-0.15422244617573322,-0.5870200603638838,-0.7997568272130827,-0.1657959285085492,-0.9301944116666339,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,quarterly_expanding,base,full,0.0
stress_25bps,-0.15408841318974853,-0.15431191373246,-0.5873352078043588,-0.8001367540116072,-0.16587829076066862,-0.9302719061357055,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,quarterly_expanding,base,full,0.0
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_rolling,base,full,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_rolling,base,full,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_rolling,base,full,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_rolling,base,full,199.9969482421875
diagnostic_0bps,-0.05756003545291455,-0.05756003545291455,-0.14293936708544058,-0.16347751687033196,-0.08582052291941578,-0.6707024554833182,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,shallow_regularized,full,0.0
realistic,-0.05756003545291455,-0.057805861598565045,-0.14386433480851932,-0.1644829085297854,-0.08614844160329511,-0.6710029865050282,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,shallow_regularized,full,0.0
stress_15bps,-0.05756003545291455,-0.05802109108638753,-0.14467247096117167,-0.1653594315849746,-0.08643532565158601,-0.6712659511490242,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,shallow_regularized,full,0.0
stress_25bps,-0.05756003545291455,-0.058328775214785855,-0.14582498324920326,-0.16660640300671845,-0.08684508809240231,-0.6716416149261616,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,shallow_regularized,full,0.0
diagnostic_0bps,0.6615016835616183,0.6615016835616183,3.1845616190101174,7.886127572038981,12.054366603649768,-0.054876519464849505,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
realistic,0.6615016835616183,0.660359581714713,3.177219452113568,7.624089421662782,11.692639489331725,-0.05647651946484966,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
stress_15bps,0.6615016835616183,0.6593595709183504,3.1707265751739238,7.407985550424785,11.392522857543346,-0.05787651946484951,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
stress_25bps,0.6615016835616183,0.6579298935367182,3.161341905159028,7.118664040616098,10.988111857820254,-0.05987651946484951,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_momentum,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_momentum,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_momentum,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_momentum,199.9969482421875
diagnostic_0bps,-0.05756003545291455,-0.05756003545291455,-0.14293936708544058,-0.16347751687033196,-0.08582052291941578,-0.6707024554833182,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_volatility,0.0
realistic,-0.05756003545291455,-0.057805861598565045,-0.14386433480851932,-0.1644829085297854,-0.08614844160329511,-0.6710029865050282,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_volatility,0.0
stress_15bps,-0.05756003545291455,-0.05802109108638753,-0.14467247096117167,-0.1653594315849746,-0.08643532565158601,-0.6712659511490242,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_volatility,0.0
stress_25bps,-0.05756003545291455,-0.058328775214785855,-0.14582498324920326,-0.16660640300671845,-0.08684508809240231,-0.6716416149261616,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_volatility,0.0
diagnostic_0bps,-0.05756003545291455,-0.05756003545291455,-0.14293936708544058,-0.16347751687033196,-0.08582052291941578,-0.6707024554833182,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_volume,0.0
realistic,-0.05756003545291455,-0.057805861598565045,-0.14386433480851932,-0.1644829085297854,-0.08614844160329511,-0.6710029865050282,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_volume,0.0
stress_15bps,-0.05756003545291455,-0.05802109108638753,-0.14467247096117167,-0.1653594315849746,-0.08643532565158601,-0.6712659511490242,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_volume,0.0
stress_25bps,-0.05756003545291455,-0.058328775214785855,-0.14582498324920326,-0.16660640300671845,-0.08684508809240231,-0.6716416149261616,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_volume,0.0
diagnostic_0bps,-0.05756003545291455,-0.05756003545291455,-0.14293936708544058,-0.16347751687033196,-0.08582052291941578,-0.6707024554833182,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_lagged_returns,0.0
realistic,-0.05756003545291455,-0.057805861598565045,-0.14386433480851932,-0.1644829085297854,-0.08614844160329511,-0.6710029865050282,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_lagged_returns,0.0
stress_15bps,-0.05756003545291455,-0.05802109108638753,-0.14467247096117167,-0.1653594315849746,-0.08643532565158601,-0.6712659511490242,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_lagged_returns,0.0
stress_25bps,-0.05756003545291455,-0.058328775214785855,-0.14582498324920326,-0.16660640300671845,-0.08684508809240231,-0.6716416149261616,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,remove_lagged_returns,0.0
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,noisy_full,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,noisy_full,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,noisy_full,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,XGBoost,monthly_expanding,base,noisy_full,199.9969482421875
diagnostic_0bps,0.5459283176923022,0.5459283176923022,4.8850951169185555,0.0,0.0,0.0,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,weekly_expanding,base,full,199.9969482421875
realistic,0.5459283176923022,0.5444532874527228,4.855144813880223,0.0,0.0,0.0,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,weekly_expanding,base,full,199.9969482421875
stress_15bps,0.5459283176923022,0.5431628285568477,4.828839022817429,0.0,0.0,0.0,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,weekly_expanding,base,full,199.9969482421875
stress_25bps,0.5459283176923022,0.5413196278252617,4.791115791583091,0.0,0.0,0.0,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,weekly_expanding,base,full,199.9969482421875
diagnostic_0bps,0.6437486935704948,0.6437486935704948,3.0675361663947864,7.758834238801977,7.926215050657442,-0.0812176668758311,7.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,full,199.9969482421875
realistic,0.6437486935704948,0.6412035616456875,3.0566877455450605,7.665273210261577,7.750403264666426,-0.08273163856762034,7.0,0.0056,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,full,199.9969482421875
stress_15bps,0.6437486935704948,0.6389767584468717,3.0470122670729785,7.578448234251568,7.601765405685629,-0.08405636379793546,7.0,0.010499999999999999,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,full,199.9969482421875
stress_25bps,0.6437486935704948,0.6357959139746039,3.0328982289971553,7.447349629822542,7.397377319931747,-0.08594882841267182,7.0,0.0175,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,full,199.9969482421875
diagnostic_0bps,0.0280140435842271,0.0280140435842271,0.23463512433950034,0.37346390430054244,0.032002474910088174,-0.8753711599785117,29.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,quarterly_expanding,base,full,100.1983642578125
realistic,0.0280140435842271,0.025769214225889403,0.22544321757030666,0.3595248876945483,0.029355420321351813,-0.8778349600787707,29.0,0.023200000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,quarterly_expanding,base,full,100.1983642578125
stress_15bps,0.0280140435842271,0.023806148288189943,0.2173839854816895,0.3472278431352988,0.027053859118100484,-0.879953879565461,29.0,0.043500000000000004,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,quarterly_expanding,base,full,100.1983642578125
stress_25bps,0.0280140435842271,0.02100364770364571,0.2058464215845254,0.32950595302403424,0.02378878660608135,-0.8829221957153692,29.0,0.07250000000000001,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,quarterly_expanding,base,full,100.1983642578125
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_rolling,base,full,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_rolling,base,full,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_rolling,base,full,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_rolling,base,full,199.9969482421875
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_momentum,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_momentum,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_momentum,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_momentum,199.9969482421875
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_volatility,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_volatility,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_volatility,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_volatility,199.9969482421875
diagnostic_0bps,0.6929710494219397,0.6929710494219397,3.404227530873641,23.541839567547033,22.60974485893066,-0.030649220225420715,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_volume,199.9969482421875
realistic,0.6929710494219397,0.6918741348307027,3.401264991860754,23.512498949768762,22.573955544123734,-0.030649220225420604,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_volume,199.9969482421875
stress_15bps,0.6929710494219397,0.6909137553329594,3.3985755238913726,23.486825909212783,22.542620994967837,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_volume,199.9969482421875
stress_25bps,0.6929710494219397,0.6895408444576105,3.3945760843836728,23.45015013698995,22.497826678334206,-0.030649220225420715,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_volume,199.9969482421875
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
diagnostic_0bps,0.7144826404328977,0.7144826404328977,3.5651557839793977,41.11097828635576,23.311609077750777,-0.030649220225420604,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,noisy_full,199.9969482421875
realistic,0.7144826404328977,0.7133666285479214,3.56164851631734,41.06089021982876,23.27519667062359,-0.030649220225420715,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,noisy_full,199.9969482421875
stress_15bps,0.7144826404328977,0.7123895238248712,3.5584733750687154,41.01706316161764,23.2433164232352,-0.030649220225420604,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,noisy_full,199.9969482421875
stress_25bps,0.7144826404328977,0.7109926952514483,3.5537657134299425,40.95445307845888,23.19774173770823,-0.030649220225420493,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,XLE,etfs,CatBoost,monthly_expanding,base,noisy_full,199.9969482421875
diagnostic_0bps,0.2683337884487029,0.2683337884487029,6.332034548135931,0.0,0.0,0.0,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,EURUSD=X,forex,LightGBM,weekly_expanding,base,full,199.9969482421875
realistic,0.2683337884487029,0.26714979090224933,6.343794000317608,0.0,0.0,0.0,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,EURUSD=X,forex,LightGBM,weekly_expanding,base,full,199.9969482421875
stress_15bps,0.2683337884487029,0.2661139442738514,6.351548664652004,0.0,0.0,0.0,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,EURUSD=X,forex,LightGBM,weekly_expanding,base,full,199.9969482421875
stress_25bps,0.2683337884487029,0.26463440837518504,6.358361629703632,0.0,0.0,0.0,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,EURUSD=X,forex,LightGBM,weekly_expanding,base,full,199.9969482421875
diagnostic_0bps,0.14128819128830994,0.14128819128830994,1.370933117863815,3.1933187382596735,1.0077184048963652,-0.1402060244229043,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,EURUSD=X,forex,LightGBM,monthly_expanding,base,full,199.9969482421875
