cost_scenario,gross_return,net_return,sharpe,sortino,calmar,max_drawdown,turnover,total_cost,run_id,asset,asset_class,model,retraining_frequency,hyperparameter_variant,feature_ablation,break_even_cost_bps
stress_15bps,0.3460449094387361,0.3436565338616271,4.741964043409834,0.0,0.0,0.0,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,weekly_expanding,base,full,199.9969482421875
stress_25bps,0.3460449094387361,0.3420646763999762,4.703266844817412,0.0,0.0,0.0,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,weekly_expanding,base,full,199.9969482421875
diagnostic_0bps,0.9374716432960168,0.9374716432960168,4.742620550411647,124.06820792141129,30.490779714373446,-0.030746069863673897,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,full,199.9969482421875
realistic,0.9374716432960168,0.9370248219979209,4.737563313321615,169.11534616183994,29.72021323914206,-0.03152819983013588,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,full,199.9969482421875
stress_15bps,0.9374716432960168,0.9366336418781571,4.733112937970352,238.87866966533576,29.07665639219779,-0.03221256355079005,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,full,199.9969482421875
stress_25bps,0.9374716432960168,0.9360744702387243,4.72671469158742,380.6439775588448,28.203317144891678,-0.03319022600886756,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,full,199.9969482421875
diagnostic_0bps,-0.02272043122344125,-0.02272043122344125,-0.029508011458312444,-0.05689924928522086,-0.024785929684472997,-0.9166664923476457,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,quarterly_expanding,base,full,0.0
realistic,-0.02272043122344125,-0.022792847460780807,-0.029914128928780412,-0.05767877875145059,-0.024864929231139192,-0.9166664923476457,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,quarterly_expanding,base,full,0.0
stress_15bps,-0.02272043122344125,-0.022856253515733504,-0.030269480461003754,-0.05836086703440161,-0.024934099486059617,-0.9166664923476457,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,quarterly_expanding,base,full,0.0
stress_25bps,-0.02272043122344125,-0.022946901451739832,-0.03077712057566315,-0.05933527886718865,-0.02503298816232635,-0.9166664923476457,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,quarterly_expanding,base,full,0.0
diagnostic_0bps,0.9374716432960168,0.9374716432960168,4.742620550411647,124.06820792141129,30.490779714373446,-0.030746069863673897,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_rolling,base,full,199.9969482421875
realistic,0.9374716432960168,0.9370248219979209,4.737563313321615,169.11534616183994,29.72021323914206,-0.03152819983013588,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_rolling,base,full,199.9969482421875
stress_15bps,0.9374716432960168,0.9366336418781571,4.733112937970352,238.87866966533576,29.07665639219779,-0.03221256355079005,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_rolling,base,full,199.9969482421875
stress_25bps,0.9374716432960168,0.9360744702387243,4.72671469158742,380.6439775588448,28.203317144891678,-0.03319022600886756,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_rolling,base,full,199.9969482421875
diagnostic_0bps,0.9374716432960168,0.9374716432960168,4.742620550411647,124.06820792141129,30.490779714373446,-0.030746069863673897,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
realistic,0.9374716432960168,0.9370248219979209,4.737563313321615,169.11534616183994,29.72021323914206,-0.03152819983013588,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
stress_15bps,0.9374716432960168,0.9366336418781571,4.733112937970352,238.87866966533576,29.07665639219779,-0.03221256355079005,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
stress_25bps,0.9374716432960168,0.9360744702387243,4.72671469158742,380.6439775588448,28.203317144891678,-0.03319022600886756,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
diagnostic_0bps,0.9374716432960168,0.9374716432960168,4.742620550411647,124.06820792141129,30.490779714373446,-0.030746069863673897,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
realistic,0.9374716432960168,0.9370248219979209,4.737563313321615,169.11534616183994,29.72021323914206,-0.03152819983013588,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
stress_15bps,0.9374716432960168,0.9366336418781571,4.733112937970352,238.87866966533576,29.07665639219779,-0.03221256355079005,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
stress_25bps,0.9374716432960168,0.9360744702387243,4.72671469158742,380.6439775588448,28.203317144891678,-0.03319022600886756,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,deeper_neighbor,full,199.9969482421875
diagnostic_0bps,0.9374716432960168,0.9374716432960168,4.742620550411647,124.06820792141129,30.490779714373446,-0.030746069863673897,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_momentum,199.9969482421875
realistic,0.9374716432960168,0.9370248219979209,4.737563313321615,169.11534616183994,29.72021323914206,-0.03152819983013588,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_momentum,199.9969482421875
stress_15bps,0.9374716432960168,0.9366336418781571,4.733112937970352,238.87866966533576,29.07665639219779,-0.03221256355079005,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_momentum,199.9969482421875
stress_25bps,0.9374716432960168,0.9360744702387243,4.72671469158742,380.6439775588448,28.203317144891678,-0.03319022600886756,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_momentum,199.9969482421875
diagnostic_0bps,0.9374716432960168,0.9374716432960168,4.742620550411647,124.06820792141129,30.490779714373446,-0.030746069863673897,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_volatility,199.9969482421875
realistic,0.9374716432960168,0.9370248219979209,4.737563313321615,169.11534616183994,29.72021323914206,-0.03152819983013588,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_volatility,199.9969482421875
stress_15bps,0.9374716432960168,0.9366336418781571,4.733112937970352,238.87866966533576,29.07665639219779,-0.03221256355079005,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_volatility,199.9969482421875
stress_25bps,0.9374716432960168,0.9360744702387243,4.72671469158742,380.6439775588448,28.203317144891678,-0.03319022600886756,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_volatility,199.9969482421875
diagnostic_0bps,0.9374716432960168,0.9374716432960168,4.742620550411647,124.06820792141129,30.490779714373446,-0.030746069863673897,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_volume,199.9969482421875
realistic,0.9374716432960168,0.9370248219979209,4.737563313321615,169.11534616183994,29.72021323914206,-0.03152819983013588,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_volume,199.9969482421875
stress_15bps,0.9374716432960168,0.9366336418781571,4.733112937970352,238.87866966533576,29.07665639219779,-0.03221256355079005,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_volume,199.9969482421875
stress_25bps,0.9374716432960168,0.9360744702387243,4.72671469158742,380.6439775588448,28.203317144891678,-0.03319022600886756,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_volume,199.9969482421875
diagnostic_0bps,0.9374716432960168,0.9374716432960168,4.742620550411647,124.06820792141129,30.490779714373446,-0.030746069863673897,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
realistic,0.9374716432960168,0.9370248219979209,4.737563313321615,169.11534616183994,29.72021323914206,-0.03152819983013588,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
stress_15bps,0.9374716432960168,0.9366336418781571,4.733112937970352,238.87866966533576,29.07665639219779,-0.03221256355079005,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
stress_25bps,0.9374716432960168,0.9360744702387243,4.72671469158742,380.6439775588448,28.203317144891678,-0.03319022600886756,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
diagnostic_0bps,0.9374716432960168,0.9374716432960168,4.742620550411647,124.06820792141129,30.490779714373446,-0.030746069863673897,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,noisy_full,199.9969482421875
realistic,0.9374716432960168,0.9370248219979209,4.737563313321615,169.11534616183994,29.72021323914206,-0.03152819983013588,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,noisy_full,199.9969482421875
stress_15bps,0.9374716432960168,0.9366336418781571,4.733112937970352,238.87866966533576,29.07665639219779,-0.03221256355079005,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,noisy_full,199.9969482421875
stress_25bps,0.9374716432960168,0.9360744702387243,4.72671469158742,380.6439775588448,28.203317144891678,-0.03319022600886756,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,XGBoost,monthly_expanding,base,noisy_full,199.9969482421875
diagnostic_0bps,0.3460449094387361,0.3460449094387361,4.798069276880868,0.0,0.0,0.0,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,weekly_expanding,base,full,199.9969482421875
realistic,0.3460449094387361,0.34477102115555347,4.768445907204185,0.0,0.0,0.0,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,weekly_expanding,base,full,199.9969482421875
stress_15bps,0.3460449094387361,0.3436565338616271,4.741964043409834,0.0,0.0,0.0,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,weekly_expanding,base,full,199.9969482421875
stress_25bps,0.3460449094387361,0.3420646763999762,4.703266844817412,0.0,0.0,0.0,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,weekly_expanding,base,full,199.9969482421875
diagnostic_0bps,0.2441753732170895,0.2441753732170895,1.0393203032496627,3.356374715172488,0.4455903455548604,-0.5479817407467303,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,full,199.9969482421875
realistic,0.2441753732170895,0.24328060875181468,1.035578264553869,3.3381481808750904,0.44333244584929415,-0.5487543513440818,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,full,199.9969482421875
stress_15bps,0.2441753732170895,0.24249717422699169,1.0322962524774975,3.321498076846033,0.44136105423943034,-0.5494303856167639,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,full,199.9969482421875
stress_25bps,0.2441753732170895,0.2413771449447275,1.0275954737887378,3.2966202999450434,0.4385516603689215,-0.5503961488634532,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,full,199.9969482421875
diagnostic_0bps,-0.02272043122344125,-0.02272043122344125,-0.029508011458312444,-0.05689924928522086,-0.024785929684472997,-0.9166664923476457,1.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,quarterly_expanding,base,full,0.0
realistic,-0.02272043122344125,-0.022792847460780807,-0.029914128928780412,-0.05767877875145059,-0.024864929231139192,-0.9166664923476457,1.0,0.0008,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,quarterly_expanding,base,full,0.0
stress_15bps,-0.02272043122344125,-0.022856253515733504,-0.030269480461003754,-0.05836086703440161,-0.024934099486059617,-0.9166664923476457,1.0,0.0015,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,quarterly_expanding,base,full,0.0
stress_25bps,-0.02272043122344125,-0.022946901451739832,-0.03077712057566315,-0.05933527886718865,-0.02503298816232635,-0.9166664923476457,1.0,0.0025,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,quarterly_expanding,base,full,0.0
diagnostic_0bps,0.2441753732170895,0.2441753732170895,1.0393203032496627,3.356374715172488,0.4455903455548604,-0.5479817407467303,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_rolling,base,full,199.9969482421875
realistic,0.2441753732170895,0.24328060875181468,1.035578264553869,3.3381481808750904,0.44333244584929415,-0.5487543513440818,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_rolling,base,full,199.9969482421875
stress_15bps,0.2441753732170895,0.24249717422699169,1.0322962524774975,3.321498076846033,0.44136105423943034,-0.5494303856167639,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_rolling,base,full,199.9969482421875
stress_25bps,0.2441753732170895,0.2413771449447275,1.0275954737887378,3.2966202999450434,0.4385516603689215,-0.5503961488634532,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_rolling,base,full,199.9969482421875
diagnostic_0bps,0.2441753732170895,0.2441753732170895,1.0393203032496627,3.356374715172488,0.4455903455548604,-0.5479817407467303,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
realistic,0.2441753732170895,0.24328060875181468,1.035578264553869,3.3381481808750904,0.44333244584929415,-0.5487543513440818,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
stress_15bps,0.2441753732170895,0.24249717422699169,1.0322962524774975,3.321498076846033,0.44136105423943034,-0.5494303856167639,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
stress_25bps,0.2441753732170895,0.2413771449447275,1.0275954737887378,3.2966202999450434,0.4385516603689215,-0.5503961488634532,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,shallow_regularized,full,199.9969482421875
diagnostic_0bps,-0.2864760590822387,-0.2864760590822387,-1.3223714353165126,-2.291316869548219,-0.3418714825838047,-0.8379641873522264,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,deeper_neighbor,full,0.0
realistic,-0.2864760590822387,-0.2870004400423901,-1.3246362601514559,-2.295078498227498,-0.3423804537039759,-0.8382500722150813,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,deeper_neighbor,full,0.0
stress_15bps,-0.2864760590822387,-0.2874595877726568,-1.3265982136107748,-2.2982476589409035,-0.3428258936755862,-0.8385002214700791,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,deeper_neighbor,full,0.0
stress_25bps,-0.2864760590822387,-0.28811602357062494,-1.3293689488758929,-2.3025769371994937,-0.343462384177982,-0.8388575775486475,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,deeper_neighbor,full,0.0
diagnostic_0bps,-0.3568472659178774,-0.3568472659178774,-1.8836355166859196,-3.0780659633421177,-0.4120652013195798,-0.8659970916620116,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_momentum,0.0
realistic,-0.3568472659178774,-0.3573196963986882,-1.8859192681214603,-3.08184765209844,-0.4124981999257584,-0.86623334711036,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_momentum,0.0
stress_15bps,-0.3568472659178774,-0.3577333560573026,-1.8878869133297962,-3.08500186949396,-0.4128772066118249,-0.8664400706276649,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_momentum,0.0
stress_25bps,-0.3568472659178774,-0.35832475790739815,-1.8906482016897501,-3.089257215093162,-0.413418861243209,-0.8667353899381004,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_momentum,0.0
diagnostic_0bps,0.7419623790571981,0.7419623790571981,3.229664447119905,3.329575714583588,5.930438684836594,-0.12511087602242732,9.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_volatility,199.9969482421875
realistic,0.7419623790571981,0.738323508635438,3.206353569699329,3.2760069562500687,5.82683611551038,-0.12671087602242737,9.0,0.0072,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_volatility,199.9969482421875
stress_15bps,0.7419623790571981,0.7351411151876805,3.1859107398108084,3.230010875150617,5.738319321608459,-0.12811087602242732,9.0,0.013500000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_volatility,199.9969482421875
stress_25bps,0.7419623790571981,0.7305974605983343,3.1566438015432796,3.1656976127987124,5.615191311696341,-0.13011087602242744,9.0,0.0225,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_volatility,199.9969482421875
diagnostic_0bps,0.1944245628061585,0.1944245628061585,0.862351630396009,1.2314477496686063,0.39544818238548746,-0.4916562307438581,13.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_volume,199.9969482421875
realistic,0.1944245628061585,0.19085945958353445,0.8493054383691687,1.2113183369446483,0.38620259936574614,-0.4941951708688125,13.0,0.0104,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_volume,199.9969482421875
stress_15bps,0.1944245628061585,0.18774417716276592,0.8378621093859665,1.193612008749698,0.3782039835608441,-0.4964098352299938,13.0,0.019500000000000003,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_volume,199.9969482421875
stress_25bps,0.1944245628061585,0.18330054627136394,0.8214732604768146,1.168183176533329,0.36692216712078357,-0.4995624759052102,13.0,0.0325,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_volume,199.9969482421875
diagnostic_0bps,0.2441753732170895,0.2441753732170895,1.0393203032496627,3.356374715172488,0.4455903455548604,-0.5479817407467303,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
realistic,0.2441753732170895,0.24328060875181468,1.035578264553869,3.3381481808750904,0.44333244584929415,-0.5487543513440818,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
stress_15bps,0.2441753732170895,0.24249717422699169,1.0322962524774975,3.321498076846033,0.44136105423943034,-0.5494303856167639,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
stress_25bps,0.2441753732170895,0.2413771449447275,1.0275954737887378,3.2966202999450434,0.4385516603689215,-0.5503961488634532,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,remove_lagged_returns,199.9969482421875
diagnostic_0bps,-0.3841981669379927,-0.3841981669379927,-2.15690330803807,-3.440019687833794,-0.4384980955126227,-0.8761683821884081,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,noisy_full,0.0
realistic,-0.3841981669379927,-0.38464493397362653,-2.159604978873335,-3.445601569862418,-0.4389006034221472,-0.8763827868417488,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,noisy_full,0.0
stress_15bps,-0.3841981669379927,-0.38503611675030236,-2.1619319721023014,-3.4503168973341714,-0.4392529347803764,-0.8765703909134219,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,noisy_full,0.0
stress_25bps,-0.3841981669379927,-0.3855953740478246,-2.165196274299906,-3.456778328135012,-0.43975648818047347,-0.8768383967300979,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,VOO,etfs,CatBoost,monthly_expanding,base,noisy_full,0.0
diagnostic_0bps,-0.1684011291450488,-0.1684011291450488,-1.9806079338442613,-2.334698161239993,-1.039271274936868,-0.16203770199968104,7.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,IWM,etfs,LightGBM,weekly_expanding,base,full,0.0
realistic,-0.1684011291450488,-0.17401424750718153,-2.069972770331062,-2.3227292392665344,-1.0517698637898514,-0.16544897652814894,7.0,0.0056,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,IWM,etfs,LightGBM,weekly_expanding,base,full,0.0
stress_15bps,-0.1684011291450488,-0.17890145841228233,-2.1478196982328983,-2.411400139109028,-1.0621928522235142,-0.16842653199725788,7.0,0.010499999999999999,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,IWM,etfs,LightGBM,weekly_expanding,base,full,0.0
stress_25bps,-0.1684011291450488,-0.18584405385689073,-2.2581028549626834,-2.5364612482351334,-1.0763063402748267,-0.17266836299546173,7.0,0.0175,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,IWM,etfs,LightGBM,weekly_expanding,base,full,0.0
diagnostic_0bps,0.6572544640232654,0.6572544640232654,2.7007436598244734,7.002910640300725,2.5372918825225916,-0.25903778298057645,3.0,0.0,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,IWM,etfs,LightGBM,monthly_expanding,base,full,199.9969482421875
realistic,0.6572544640232654,0.6560575742490669,2.6927047896222733,6.947009586048977,2.526359898530726,-0.25968492241767105,3.0,0.0024000000000000002,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,IWM,etfs,LightGBM,monthly_expanding,base,full,199.9969482421875
stress_15bps,0.6572544640232654,0.6550096444952556,2.6856493063092057,6.89493408312685,2.516836508139856,-0.26025116942512894,3.0,0.0045000000000000005,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,IWM,etfs,LightGBM,monthly_expanding,base,full,199.9969482421875
stress_25bps,0.6572544640232654,0.6535115449488533,2.6755365067377093,6.815836423948551,2.5032992811457,-0.2610600937214973,3.0,0.0075,RP1_PUB005_TRUE_ROBUSTNESS_20260714T054241Z_7574f5fca030,IWM,etfs,LightGBM,monthly_expanding,base,full,199.9969482421875
